Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019
"Micronesia, Federated States of",3.58,3.67,3.69,3.72,3.82,4.01,4.25,4.54,4.89,5.14,5.34
Philippines,2444.66,2684.51,2851.72,2745.4,2626.65,2667.47,2824.69,3034.72,3310.34,3536.44,3792.3
Angola,70.47,77.89,83.53,93.24,101.87,110.38,119.2,134.94,148.22,159.62,175.14
Niger,14.7,16.12,17.46,19.12,21.07,23.05,23.79,26.32,29.34,32.14,34.44
Eritrea,17.45,21.61,24.72,25.95,26.98,28.59,30.27,32.1,34.01,35.86,38.24
San Marino,0.48,0.53,0.55,0.61,0.68,0.78,0.9,1.03,1.1,1.14,1.17
Jordan,25.39,28.84,30.26,31.37,34.89,41.96,48.05,57.88,69.63,81.98,96.34
Zambia,49.07,66.41,80.5,88.01,90.83,88.25,90.81,99.04,107.44,115.28,122.04
American Samoa,0.86,0.95,1.02,1.19,1.4,1.58,1.73,1.9,2.06,2.18,2.22
Azerbaijan,29.56,37.26,54.77,112.23,220.39,265.8,249.04,224.3,214.19,214.74,215.34
Cuba,389.48,366.37,238.73,162.36,153.9,172.94,202.22,232.55,269.49,297.52,314.3
Italy,4003.31,4499.67,4520.8,4506.23,4049.61,3778.58,4009.28,4427.32,4465.0,4285.36,4531.83
Vanuatu,4.76,5.04,5.38,5.82,6.31,7.55,8.72,9.89,10.76,11.34,11.86
Belarus,87.2,104.01,113.05,135.91,200.0,230.99,254.43,257.0,244.33,230.04,219.1
Belize,2.89,2.93,2.8,2.62,2.41,2.6,2.98,3.54,4.24,4.77,5.3
Nauru,0.3,0.32,0.34,0.34,0.34,0.33,0.31,0.3,0.3,0.29,0.3
Kiribati,3.35,3.38,3.44,3.61,3.77,3.91,4.1,4.29,4.5,4.7,4.9
Comoros,4.1,4.51,4.74,4.85,4.83,4.98,5.38,5.79,6.6,6.9,7.09
Lithuania,44.6,63.56,69.22,72.69,73.57,83.28,84.83,87.7,95.97,103.23,103.65
Samoa,4.25,4.26,4.28,4.4,4.59,4.7,4.76,4.89,5.12,5.35,5.54
Armenia,17.06,19.43,22.18,29.13,52.41,112.94,185.33,202.68,192.98,164.2,163.7
Viet Nam,1064.9,1247.31,1321.68,1288.83,1267.1,1345.19,1483.25,1543.21,1525.48,1532.74,1549.9
Pakistan,855.86,909.78,992.26,1076.3,1171.84,1276.11,1377.41,1472.5,1562.04,1610.05,1670.15
Belgium,247.06,298.42,331.21,318.58,308.42,334.94,405.75,477.31,517.16,530.79,533.4
