Country,1967-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Lao People's Democratic Republic,,,152220001060.0,,14091284883333.34,28938783805142.86,80312778129285.72,
Seychelles,,514977457.06,941567642.84,1779999863.59,2619625171.43,5460762671.43,12950812942.86,24517689885.71
United Arab Emirates,,,,,275198137300.0,514987265971.43,623645947785.71,745839933700.0
Eritrea,,,,3791150000.0,8228300142.86,22444137585.71,37591137600.0,
Angola,,,,,403479000000.0,2028495428571.43,7719271000000.0,22596950449485.72
Comoros,,49116000000.0,86733714285.71,125328857142.86,181280142857.14,276184285714.29,417750423342.86,572056378042.86
Pakistan,46665875000.0,167263285714.29,429051000000.0,1041216000000.0,3306815714285.71,9095825571428.57,22824193428571.43,50159806020225.9
Vanuatu,,,12550833483.33,19371857142.86,31049000000.0,38979000000.0,60455142857.14,86549333333.33
Hong Kong,19960125000.0,67067571428.57,202337857142.86,545998142857.14,907595571428.57,1024802000000.0,1598835000000.0,2236271285714.29
Czechia,,,,791255609833.33,1586158571428.57,2386940285714.29,2921214428571.43,4020275428571.43
China,151411520852.5,242360847732.86,602130969302.86,1975164128980.0,5792537612314.29,12250587687828.57,30702778764757.14,55660200128483.34
Haiti,,,12875339000.0,23527821285.71,97376816185.71,338888070985.71,659360629414.29,1722345041742.86
"Palestine, State of",,,,3604500000.0,4676900000.0,7331971428.57,14692628571.43,19526071428.57
Switzerland,87174845600.0,127473747857.14,183917757285.71,261225133285.71,311137345714.29,363813042000.0,419746195285.71,462938341142.86
Norway,79409200000.0,173259285714.29,368419000000.0,581603285714.29,871922857142.86,1315680000000.0,1891723857142.86,2567350285714.29
Cuba,6555545900.0,11440192242.86,17317664585.71,18261796085.71,25806564600.0,44309942728.57,67571571428.57,235199166666.67
Georgia,,8050.0,9471.43,586403514.29,5418906685.71,13658342857.14,27047103742.86,49521150300.0
Macao,,,7267428571.43,20240571428.57,32538857142.86,48414142857.14,106081571428.57,151639714285.71
Argentina,1.89,1561.14,16888962.43,146084080975.43,233082340257.14,595724298914.29,3373782747657.14,46065861340971.43
South Africa,11738000000.0,35168571428.57,116363142857.14,356116783542.86,798319242257.14,1684327572171.43,3192150271242.86,4911783464714.29
Faroe Islands,,,,,6720700000.0,10010471428.57,12345785714.29,15446850000.0
Thailand,130638500000.0,391696857142.86,818996285714.29,1873046714285.71,3337208714285.71,5632838000000.0,8718263000000.0,11467927257142.86
Canada,78808500000.0,198443142857.14,381987285714.29,585650285714.29,773961285714.29,1104327000000.0,1462226428571.43,1889924142857.14
Greenland,,,,,,10935200000.0,13616714285.71,15669080000.0
Philippines,,222212137470.0,475540013464.29,1270854385294.29,2823639651785.71,5438310303985.71,10018853239842.86,17422553768828.57
Costa Rica,6499050000.0,26553385714.29,159566700000.0,973493528714.29,3361759251971.43,9914614208100.0,21339731406285.72,31866244921014.28
Austria,26028978800.0,49331956714.29,79074741285.71,114412948714.29,150511211428.57,192732371428.57,238370924285.71,292516612857.14
"Congo, The Democratic Republic of the",,,,201260150.0,870457315157.14,7308743323442.86,25114955519857.14,76713807710349.6
"Iran, Islamic Republic of",842886065247.09,4240799335582.58,13466816740164.83,61744264305491.16,339263243881428.56,1419102615058571.5,6153115240649987.0,3.62638609703864e+16
Turkmenistan,,,1850.0,220050.0,3563664683.33,12456349914.29,13639288333.33,
