Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2001,2002-2007,2008-2012,2013-2017,2018-2022
Netherlands,15.77,14.82,13.97,13.07,12.66,12.68,12.6,12.42,12.45,12.46,12.38
Mali,2.59,3.28,5.23,6.71,7.71,8.76,9.83,11.17,12.11,12.25,12.35
Niger,1.88,2.55,3.62,4.49,4.95,5.43,5.88,5.94,5.73,5.51,5.32
Poland,3.83,3.94,4.22,4.38,4.28,4.28,4.31,4.41,4.47,4.58,4.73
Angola,4.74,6.93,8.44,9.33,10.98,13.68,16.51,19.65,22.7,24.85,24.96
Egypt,20.09,21.64,22.34,22.54,22.35,23.14,24.04,24.14,24.3,24.19,24.38
Ireland,24.19,25.86,26.15,26.34,26.03,26.07,26.08,24.97,24.16,24.7,24.62
Portugal,27.25,30.54,34.19,36.23,36.64,37.57,38.13,38.19,38.82,40.34,41.35
Spain,17.08,19.91,21.15,21.55,21.71,22.16,22.89,22.93,23.07,24.72,25.78
Azerbaijan,25.22,24.61,25.07,25.45,24.73,23.54,22.57,22.3,22.64,22.88,23.27
Sweden,11.78,13.33,12.43,11.99,12.15,12.47,13.39,13.84,14.52,15.24,15.78
Kuwait,58.45,65.03,63.44,59.59,59.66,78.77,66.92,68.71,67.04,65.97,72.0
Sierra Leone,5.42,6.95,9.07,10.97,12.46,13.21,14.72,13.93,14.07,14.26,14.61
Ecuador,17.67,19.36,21.22,23.56,24.92,25.78,26.88,27.41,27.31,27.61,27.75
Puerto Rico,26.85,32.03,35.57,40.92,55.5,65.8,65.55,65.4,66.86,71.11,75.8
Japan,44.04,50.98,53.99,55.3,56.69,58.76,59.34,60.76,62.7,63.9,64.73
Russian Federation,15.78,17.02,18.27,19.1,19.38,19.36,19.74,20.83,21.79,22.61,23.44
Cameroon,4.99,6.87,9.52,11.76,13.94,15.85,18.18,20.94,23.71,26.41,28.9
Bulgaria,9.4,10.28,11.14,12.23,13.23,13.87,13.87,15.11,16.44,17.51,18.69
Norway,16.27,16.51,16.14,15.8,16.0,16.42,17.12,17.66,18.33,18.69,19.35
Serbia,10.35,12.1,13.51,14.53,14.77,15.13,16.36,17.46,18.36,19.31,20.36
Mauritania,0.93,2.72,7.45,13.19,18.96,20.51,20.53,22.47,24.85,26.81,29.23
Pakistan,11.94,13.52,15.01,15.77,15.64,15.78,16.1,16.49,17.24,18.46,19.77
Syrian Arab Republic,27.34,29.35,30.74,31.79,31.14,30.69,30.98,31.21,27.53,23.63,27.33
Yemen,1.38,1.57,1.81,2.69,4.0,5.66,6.98,8.02,8.43,8.76,9.22
"Congo, The Democratic Republic of the",7.3,9.57,11.38,13.24,15.22,16.84,18.89,20.48,21.7,22.67,23.77
Türkiye,13.49,16.88,19.53,21.7,24.27,26.66,28.63,31.65,35.3,36.93,37.62
