Country,1950-1965,1966-1980,1981-1995,1996-2010,2011-2025,2026-2040,2041-2055,2056-2070,2071-2085,2086-2100
Gibraltar,8.02,7.69,7.25,6.62,6.01,5.54,5.06,4.85,4.52,4.41
Liberia,11.31,11.3,12.41,11.92,12.76,11.41,10.26,9.04,8.11,7.4
Somalia,11.41,12.35,12.26,12.65,13.13,13.03,11.92,10.5,9.09,8.03
Senegal,11.32,11.82,13.04,13.04,12.74,11.84,10.65,9.59,8.56,7.66
Namibia,11.88,12.35,13.27,12.83,11.12,11.12,9.62,8.76,7.82,7.23
Netherlands,9.38,9.12,7.0,6.24,5.8,5.16,5.09,4.74,4.76,4.55
Italy,8.67,8.36,7.15,5.14,4.96,4.01,3.98,3.93,3.93,4.02
Lithuania,9.47,9.19,7.79,7.65,5.37,5.64,4.81,5.36,4.79,5.09
Burkina Faso,11.38,11.82,12.69,13.19,13.06,12.23,10.8,9.41,8.33,7.5
Comoros,10.71,12.17,12.9,13.95,11.99,10.85,9.4,8.52,7.64,6.95
Libya,11.0,13.23,12.25,10.66,9.99,8.09,7.04,6.26,5.68,5.29
Wallis and Futuna,12.64,13.68,13.6,12.66,10.34,6.98,6.64,5.81,5.35,4.84
Pakistan,11.07,11.7,11.61,12.6,11.9,10.5,9.38,8.23,7.44,6.77
Tuvalu,9.19,14.78,9.71,11.87,10.04,10.19,9.35,9.03,8.12,7.53
Côte d'Ivoire,11.13,10.65,11.97,12.22,12.66,11.57,10.72,9.77,8.93,8.17
