Country,1971-1977,1978-1984,1985-1990,1991-1996,1997-2002,2003-2008,2009-2014
Poland,17.29,14.8,12.97,14.83,15.67,11.61,9.74
Mongolia,,,22.33,18.95,10.07,10.71,12.61
United Kingdom,23.64,18.08,15.13,13.43,12.37,10.52,8.88
Niger,,,,,7.14,10.14,14.88
Ukraine,,,28.32,27.38,27.41,27.73,22.65
Norway,40.05,35.37,27.98,17.41,17.69,17.85,15.91
Argentina,17.94,15.76,14.68,15.75,20.78,20.89,17.19
Slovenia,,,19.84,14.41,13.61,14.72,12.02
Lithuania,,,19.0,14.12,10.38,10.98,10.55
Suriname,,,,,32.59,4.72,3.71
Hungary,25.47,22.53,21.46,15.83,11.27,10.66,10.95
Saudi Arabia,17.36,29.9,11.9,19.53,22.3,23.51,24.95
Jamaica,46.33,52.41,40.7,30.25,19.56,35.34,30.76
Japan,32.65,27.14,25.46,23.29,20.58,20.32,18.97
Senegal,25.75,23.05,16.89,12.49,15.74,16.69,18.55
Czechia,44.08,40.9,39.26,24.54,18.99,16.25,13.37
Iceland,21.28,28.37,31.66,26.21,33.12,33.64,26.36
Benin,4.39,7.16,7.84,12.17,11.07,4.69,3.78
Nigeria,16.28,13.84,12.23,10.71,6.69,10.65,8.87
Nepal,29.01,38.15,24.06,17.91,26.74,27.74,30.04
Hong Kong,28.11,17.84,11.98,7.76,11.17,12.2,15.55
Spain,36.03,26.86,22.15,18.75,17.54,16.07,14.5
Sudan,30.55,21.12,14.02,10.55,9.18,8.92,14.43
