Country,1981-1986,1987-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Slovenia,,90.0,89.8,94.6,94.8,95.4,93.4,94.4
Peru,35.83,63.5,85.2,95.0,88.4,93.4,88.2,80.0
Togo,27.0,70.0,52.2,48.6,71.4,68.2,74.8,71.2
Cabo Verde,56.0,79.33,85.4,86.4,92.4,95.4,93.0,96.4
Gambia,71.17,84.83,90.4,89.6,90.0,93.2,95.2,82.2
Palau,98.0,97.5,70.8,88.6,97.0,77.4,93.2,93.8
Qatar,47.83,76.83,87.2,91.6,96.4,97.8,98.6,97.2
Sweden,93.0,95.33,96.6,92.6,96.0,97.0,97.2,96.0
Solomon Islands,31.0,72.5,70.0,83.4,89.0,75.6,78.6,82.4
Mongolia,11.33,79.17,85.8,94.2,98.2,97.0,98.0,96.6
Belarus,,94.0,95.8,98.4,98.6,98.8,98.4,97.8
"Korea, Republic of",47.0,87.67,90.2,92.6,97.0,96.2,98.2,97.8
United Kingdom,62.5,84.83,91.4,86.6,83.2,88.6,92.6,91.0
France,28.75,62.5,81.6,84.0,88.2,89.4,90.4,92.8
Somalia,14.83,30.5,32.0,31.8,37.0,43.0,46.0,46.0
Ireland,37.0,74.33,77.4,75.8,83.2,90.6,92.6,91.0
Hungary,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Vanuatu,21.8,54.17,62.6,60.8,54.4,70.0,82.8,70.6
"Korea, Democratic People's Republic of",33.83,81.17,66.6,76.0,96.2,98.6,98.8,67.4
Bahamas,71.6,87.5,90.2,91.8,89.6,92.6,91.4,84.2
"Palestine, State of",,,90.2,93.8,98.0,97.6,99.0,98.4
Israel,85.67,90.17,94.0,94.6,96.0,96.8,97.6,98.8
Brunei Darussalam,91.5,97.33,98.8,98.0,97.8,95.6,96.8,98.2
Nicaragua,44.5,65.33,84.8,92.2,94.2,99.0,99.0,94.2
Mexico,39.67,76.83,88.6,95.4,96.0,96.8,91.0,89.4
Chile,93.83,94.0,95.2,96.0,92.6,92.6,93.8,93.0
Kenya,61.0,76.5,82.2,79.8,74.2,88.8,94.0,89.0
Libya,71.83,82.33,91.8,92.2,97.6,98.0,95.6,73.0
