Country,1970-1976,1977-1983,1984-1990,1991-1997,1998-2004,2005-2011,2012-2017,2018-2023
Kuwait,,0.0,6.57,488.14,701.43,800.86,1053.33,1614.33
Cabo Verde,57.14,0.0,0.0,0.0,3.14,22.14,18.83,10.83
Zimbabwe,22970.0,62981.43,2244.14,42.57,3025.86,18109.14,20195.33,9439.67
Dominica,,,,,10.4,49.14,34.83,52.5
Costa Rica,0.0,0.0,0.0,94.71,84.0,314.57,328.83,226.33
Oman,,,,7.5,9.43,47.0,36.17,53.5
Jordan,0.0,0.0,28.14,416.29,1020.29,1946.86,1928.33,2940.67
Germany,0.0,0.0,0.0,245.0,844.71,138.86,132.33,95.0
Bahrain,0.0,0.0,5.57,64.86,72.43,85.57,382.0,449.17
Saint Kitts and Nevis,,,,,0.0,6.86,27.83,43.33
Nauru,,,,,2.5,0.0,0.0,3.33
Belize,,0.0,0.0,3.0,5.43,16.43,47.33,70.0
Cambodia,26147.14,119337.57,67324.29,45286.43,38494.86,17035.43,13048.0,11904.83
"Venezuela, Bolivarian Republic of",0.0,0.0,0.0,307.43,632.71,5397.14,8146.5,169292.0
South Sudan,,,,,,0.0,912166.33,2265736.0
Czechia,52.86,242.43,2827.86,3028.14,3338.57,1583.86,1123.83,914.0
Gabon,0.0,0.0,0.0,17.43,32.29,130.57,184.17,575.5
Austria,0.0,0.0,0.0,30.86,50.57,23.0,5.83,25.33
Qatar,,0.0,0.0,16.29,8.71,64.0,39.67,39.17
Niger,,0.0,0.0,12823.14,586.86,780.29,1033.67,15293.0
Tonga,,,,5.0,4.0,3.86,21.17,32.17
Latvia,,,,689.17,1726.57,1068.86,268.33,136.0
Mauritania,,,28557.75,76175.57,35929.57,37218.71,34922.17,37637.83
Djibouti,,0.0,0.71,8921.71,1277.86,574.86,1083.33,2165.67
