Country,1950-1963,1964-1977,1978-1991,1992-2005,2006-2019,2020-2033,2034-2047,2048-2061,2062-2074,2075-2087,2088-2100
gbg,37.89,33.7,34.65,37.04,41.09,40.55,44.84,48.72,50.53,51.03,51.62
Saint Vincent and the Grenadines,15.47,14.52,18.05,22.47,29.3,34.29,38.33,41.89,45.14,46.99,48.91
Faroe Islands,25.22,25.48,28.53,33.53,37.22,37.53,36.59,37.31,38.62,40.78,43.19
San Marino,29.75,30.35,33.06,37.38,42.36,48.77,52.14,52.39,53.44,52.45,52.41
Kenya,15.23,13.37,13.74,15.45,17.51,20.55,24.09,27.41,30.91,34.0,36.65
Malta,22.32,25.46,30.51,35.28,39.04,41.54,48.86,54.94,55.54,55.36,53.9
Israel,24.58,22.97,24.61,26.55,28.57,29.48,31.21,33.82,36.35,38.85,41.74
"Bolivia, Plurinational State of",18.91,18.25,18.29,19.41,21.89,25.35,29.14,32.74,35.82,38.4,40.59
New Caledonia,20.87,19.38,20.68,25.19,30.07,34.99,38.48,41.85,44.42,46.09,47.69
"Saint Helena, Ascension and Tristan da Cunha",18.11,20.51,24.72,34.45,45.43,52.91,52.0,46.5,47.75,47.58,49.16
Georgia,26.04,27.44,28.6,31.95,35.24,37.65,39.59,40.5,43.55,44.99,47.43
Saudi Arabia,17.06,16.27,17.05,20.74,26.6,31.99,36.26,40.06,42.87,44.43,46.54
Sweden,34.37,34.56,36.28,38.18,39.67,40.37,43.05,44.64,46.49,47.24,47.96
Lesotho,16.65,16.99,17.38,18.23,20.47,22.77,25.08,28.01,30.62,32.97,34.99
Latvia,30.36,33.16,33.66,36.39,41.17,44.77,47.58,46.48,48.17,48.5,49.32
Algeria,17.13,15.32,16.19,20.14,25.69,28.86,31.6,36.13,40.05,41.98,44.95
Greenland,17.23,18.61,24.64,30.34,32.94,35.77,39.32,40.23,42.83,44.4,45.94
Nauru,20.97,21.41,21.49,18.85,20.33,20.21,22.6,24.98,27.35,30.74,34.15
Antigua and Barbuda,18.0,17.49,22.07,26.93,31.25,36.98,42.62,46.94,49.2,50.61,51.43
Malaysia,17.05,16.42,19.66,22.5,26.22,32.21,37.53,41.54,44.58,46.49,47.54
Fiji,15.57,16.08,18.84,20.86,24.65,27.71,30.3,33.44,36.02,38.42,40.6
New Zealand,27.26,24.99,28.29,32.69,35.95,38.04,42.01,44.54,46.51,48.06,49.01
Spain,27.82,29.2,30.93,35.68,40.36,46.45,51.22,53.2,54.55,54.18,54.29
Gabon,26.5,22.95,18.88,18.11,20.55,22.19,24.95,28.0,30.61,33.35,35.94
Central African Republic,20.11,17.95,16.67,15.85,15.14,15.3,17.31,21.15,25.38,29.2,32.54
Philippines,15.43,15.54,17.71,19.72,22.41,25.88,29.43,32.83,36.05,38.88,41.42
Mongolia,22.31,17.02,17.24,20.3,25.04,27.44,29.62,34.42,37.7,40.03,43.26
