Country,1960-1968,1969-1977,1978-1986,1987-1995,1996-2004,2005-2013,2014-2022
Russian Federation,,,,962780625206.78,793731266645.63,1245536625240.74,1422246241957.05
Sint Maarten (Dutch part),,,,,,1336711882.39,1330975250.22
"Micronesia, Federated States of",,,218165732.32,261828441.6,307004656.56,316645784.6,320151559.45
Uruguay,17344222635.04,19873402122.37,23376101410.24,27835036156.97,34795814905.66,45901092590.58,59074482691.83
"Palestine, State of",,,,5237690700.0,6695868088.89,10678566666.67,14910911111.11
Haiti,6810438173.93,8312668889.29,11384847165.91,10669198826.15,11020213587.91,13047645084.79,15054193735.9
Turkmenistan,,,,10379823631.54,9970945079.06,20845915896.08,41540157926.57
Cyprus,,3719182113.09,6021517575.8,10223718289.15,15363328851.23,20672330030.85,23309961880.11
Seychelles,159484169.86,275489958.23,433513496.21,633271888.37,904207352.55,1133341694.95,1524344747.88
San Marino,,,,,1509831501.15,1691324817.77,1454882215.28
Malaysia,13310980769.31,25008606542.22,46719092991.39,83968663459.73,147790686894.47,226331984569.54,337487333239.9
Sao Tome and Principe,,,,,153591968.7,213144134.5,291102406.12
Zambia,4372419480.77,5826298490.84,6264464088.87,6803890464.82,8314721576.48,15170723720.18,23233392431.47
Kiribati,,143822916.6,113609826.69,111266037.61,127612358.44,144539695.95,173636943.9
Central African Republic,1019194112.35,1264600094.91,1416786624.29,1475791862.75,1693580789.42,2110269761.88,1881374830.0
Greece,59147536933.23,112365639189.79,145820320637.08,159789790005.15,204262568653.92,237394921615.74,198247735805.61
Colombia,37206579022.72,60363953696.77,89608309159.88,125917045224.24,161417435210.72,229097057124.45,310970525384.97
Brunei Darussalam,,7625477701.49,9592296803.75,9559715847.93,11505345988.19,13089435251.72,13000775262.03
Djibouti,,,,,,2105985489.12,2832989183.62
Tajikistan,,,6662807869.18,5497944580.46,2889762241.84,5668669970.78,10326923109.24
Cabo Verde,,,227907263.58,358926739.86,866560967.46,1558871435.43,1869891721.04
kos,,,,,,5170083335.96,7109749847.03
