Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020
Timor-Leste,26.67,41.67,56.67,66.67,70.0,73.33,76.67,80.0,73.33,83.33,83.33,93.33
Armenia,83.33,90.0,98.33,96.67,88.33,83.33,80.0,76.67,83.33,90.0,90.0,93.33
Libya,46.67,50.0,50.0,39.17,36.67,36.67,36.67,36.67,36.67,63.33,63.33,66.67
"Iran, Islamic Republic of",85.0,90.0,91.67,90.0,80.0,80.0,80.0,86.67,86.67,90.0,86.67,86.67
Mauritius,66.67,63.33,61.67,60.0,58.33,76.67,80.0,83.33,76.67,86.67,86.67,86.67
Dominican Republic,91.67,91.67,93.33,93.33,95.0,96.67,96.67,100.0,100.0,100.0,100.0,96.67
Kazakhstan,91.67,96.67,95.0,96.67,93.33,86.67,90.0,96.67,96.67,100.0,100.0,96.67
Ethiopia,81.67,83.33,88.33,90.0,88.33,63.33,76.67,80.0,90.0,86.67,83.33,83.33
Croatia,96.67,93.33,88.33,86.67,86.67,80.0,70.0,73.33,90.0,90.0,83.33,90.0
Djibouti,70.0,78.33,80.0,83.33,80.0,76.67,80.0,80.0,83.33,83.33,86.67,83.33
Marshall Islands,56.67,58.33,63.33,66.67,60.0,60.0,53.33,46.67,56.67,56.67,56.67,56.67
"Bolivia, Plurinational State of",98.33,93.33,90.0,90.0,90.0,90.0,96.67,76.67,93.33,100.0,100.0,100.0
Namibia,86.67,78.33,80.0,80.0,76.67,66.67,73.33,76.67,70.0,70.0,70.0,73.33
Liberia,55.0,58.33,56.67,65.0,71.67,70.0,73.33,73.33,80.0,83.33,83.33,83.33
Vanuatu,73.33,70.0,63.33,58.33,61.67,60.0,56.67,60.0,66.67,66.67,66.67,60.0
Lebanon,76.67,76.67,83.33,80.0,80.0,66.67,76.67,70.0,80.0,53.33,53.33,53.33
