Country,1969-1975,1976-1982,1983-1989,1990-1996,1997-2003,2004-2010,2011-2017,2018-2023
Greenland,,,,,-11.71,-23.41,-18.03,-9.01
Lesotho,-53.74,-97.15,,,,-62.26,-52.56,-48.89
Guyana,-1.3,-14.71,-9.9,-14.93,-11.46,-17.35,,
Cuba,-11.56,-11.56,-11.75,-3.92,-2.54,1.35,3.63,-2.96
nld_curacao,,,,,,-23.67,-17.69,-28.78
Kazakhstan,,,,-5.11,1.01,10.92,10.74,9.57
Namibia,,-1.95,1.14,-4.65,-6.64,-6.85,-20.49,-15.08
Peru,-2.74,-1.39,0.79,-3.04,-2.38,5.24,0.66,1.92
"Iran, Islamic Republic of",5.56,-1.69,-5.99,-1.15,0.1,4.5,1.97,-0.0
Jordan,,-49.86,-30.29,-26.04,-21.63,-30.62,-24.34,-16.97
Togo,-2.81,-18.28,-8.54,-8.17,-8.83,-11.64,-13.05,-10.78
Mozambique,,,,-36.56,-23.13,-13.38,-38.38,-32.21
Timor-Leste,,,,,-144.14,-102.16,-77.86,-11.46
Sudan,-3.25,-10.43,-5.97,-5.91,-4.02,-1.87,-5.8,-2.43
Norway,-1.88,0.35,2.78,6.68,11.03,14.75,9.1,10.96
Gabon,6.32,16.2,2.78,18.92,21.38,30.17,23.37,34.44
Puerto Rico,-17.18,-11.77,4.09,12.46,19.4,20.01,20.62,11.59
Dominican Republic,-6.83,-9.14,-5.91,-4.86,-5.7,-7.51,-6.09,-7.37
Mongolia,,-42.68,-39.26,-12.41,-11.43,-5.39,-9.98,-2.15
Nepal,-3.7,-5.16,-9.75,-11.11,-10.39,-19.14,-24.45,-31.65
Algeria,-5.42,-3.13,-4.89,0.52,10.46,16.07,-2.22,-0.82
El Salvador,-2.85,-3.1,-6.88,-14.52,-14.0,-21.46,-18.79,-19.85
United Arab Emirates,,,,,7.98,12.41,28.81,25.77
Guatemala,-0.61,-4.46,-2.96,-6.19,-10.35,-14.39,-10.69,-12.65
Senegal,-9.28,-15.51,-14.16,-11.25,-12.68,-15.95,-14.34,-18.92
Russian Federation,,,0.89,4.92,11.54,10.29,6.44,8.2
