Country,1973-2000,2002-2007,2010-2014,2015-2018,2019-2022
Saint Vincent and the Grenadines,,,,4563000.0,-1900000.0
Ecuador,-91969800.0,26046000.0,384650200.0,3057239500.0,681463250.0
Georgia,,,200000000.0,-62500000.0,-62500000.0
Indonesia,48927000.0,1981012000.0,8725659600.0,17111567750.0,3153754000.0
Viet Nam,0.0,114093600.0,172361600.0,-97280500.0,-191230500.0
Grenada,13043000.0,36184250.0,,-10699333.33,-10604250.0
India,5519815000.0,-1300504200.0,9414393800.0,5743462500.0,-404278250.0
Montenegro,,,245099500.0,160575250.0,147733000.0
Fiji,337000.0,,100000000.0,-12500000.0,-100000000.0
Philippines,515286400.0,1252678400.0,828486400.0,964932000.0,2751226250.0
South Africa,737482000.0,676208400.0,8887688200.0,2157333750.0,97719750.0
kos,,,,,7560000.0
Côte d'Ivoire,-8707800.0,0.0,750000000.0,1049987000.0,446465750.0
Tajikistan,,,,500000000.0,0.0
Mauritania,-1000.0,,,,
Gabon,-781750.0,1000000000.0,272328000.0,155957000.0,120961333.33
Colombia,279463800.0,155560600.0,3460012800.0,1971374250.0,2942551250.0
Dominica,30519000.0,5406666.67,490666.67,1307000.0,3540666.67
Mauritius,-51850666.67,,226250.0,972750.0,988250.0
Guatemala,-7781500.0,82924200.0,258333333.33,600000000.0,925000000.0
Lao People's Democratic Republic,,,150130000.0,312738750.0,-123555250.0
Belize,74941000.0,-6341400.0,-15586000.0,,-178533666.67
Botswana,-2720000.0,,,,
China,405000000.0,1625474400.0,10692076000.0,27160869250.0,43709879500.0
