Country,1995-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Gabon,,,,,,2.58,3.89,2.81,2.46,2.24,2.26
Côte d'Ivoire,3.96,,4.54,3.9,4.4,4.57,4.48,6.09,6.26,6.5,6.6
El Salvador,,7.0,8.41,9.85,11.04,10.69,11.51,11.45,11.8,11.84,13.08
Honduras,,,11.26,11.35,11.17,10.57,11.55,13.11,,11.75,
"Congo, The Democratic Republic of the",1.82,1.29,1.7,2.62,3.58,5.05,5.47,5.26,3.07,3.62,4.49
"Iran, Islamic Republic of",1.76,2.76,1.18,0.88,0.79,,,,,,
India,5.09,4.79,4.88,5.06,4.24,3.98,4.25,5.31,6.81,,
Barbados,,,13.26,14.16,13.04,14.65,13.54,15.34,,,
Ethiopia,5.16,6.13,3.31,3.45,3.35,4.23,6.05,6.57,5.27,4.69,3.29
Seychelles,3.22,2.82,,16.92,15.78,14.81,19.51,19.02,20.47,18.45,
Finland,16.44,16.49,15.73,15.89,15.1,16.38,17.5,17.33,17.24,17.09,16.69
Lebanon,,5.03,9.33,10.09,10.12,9.68,7.74,7.22,7.53,4.81,2.54
Albania,8.9,15.49,16.47,18.01,,19.38,19.54,20.68,20.33,18.66,19.71
Solomon Islands,,,,,,9.93,9.73,8.16,10.38,7.33,8.04
Sri Lanka,13.29,11.77,10.95,10.32,7.84,6.56,5.93,7.65,8.39,5.72,4.22
"Korea, Republic of",6.5,6.64,7.36,6.59,6.42,6.41,6.25,6.15,6.47,6.21,6.22
Latvia,19.41,19.87,17.39,18.96,17.65,19.77,21.17,22.25,23.11,22.99,22.82
Greece,14.31,14.57,14.42,13.45,13.9,15.9,17.2,18.3,19.19,18.82,20.03
Armenia,,,,,,13.26,14.47,12.24,11.61,14.6,15.77
