Country,1962-1967,1968-1973,1974-1979,1980-1985,1986-1991,1992-1997,1998-2003,2004-2008,2009-2013,2014-2018,2019-2023
Benin,2.34,13.6,32.9,20.63,-8.91,-1.33,8.62,10.55,7.74,3.17,5.69
Equatorial Guinea,,,,,21.25,-29.62,17.97,18.56,7.7,4.4,-13.46
Chile,26.75,33.55,187.08,68.68,27.9,30.48,10.24,13.24,8.66,7.78,7.4
Uruguay,34.68,40.5,78.29,54.15,53.42,30.03,18.12,2.46,6.56,6.05,5.78
Comoros,,,,-1.37,8.9,-1.44,2.2,3.55,10.45,4.87,3.43
Colombia,16.98,19.05,41.2,35.38,19.19,34.75,3.91,16.98,11.8,10.93,6.31
Mauritania,8.51,34.29,27.34,14.51,13.87,,,16.41,9.37,6.3,9.42
Montenegro,,,,,,,39.77,74.27,-11.5,4.41,4.75
United States,7.41,8.62,8.56,6.11,3.07,3.54,4.78,6.24,-0.89,2.98,2.47
Russian Federation,,,,,,,25.33,34.6,13.87,8.41,9.95
Serbia,,,,,,,123.53,35.61,10.52,3.91,5.27
Madagascar,8.27,6.53,10.64,19.82,15.91,9.19,3.58,10.46,5.43,7.52,8.83
Azerbaijan,,,,,,42.5,11.96,40.35,13.03,1.4,6.9
Algeria,4.72,18.99,22.48,18.07,10.53,-11.69,4.53,3.82,2.99,3.43,1.31
Georgia,,,,,,10.35,17.31,46.05,12.62,21.82,18.59
Saint Kitts and Nevis,,,,7.79,10.83,8.6,3.27,5.32,1.38,0.7,2.21
Thailand,8.42,10.69,23.61,16.71,23.4,32.36,-6.79,6.47,9.44,4.49,2.69
Aruba,,,,,16.18,7.4,7.86,4.75,1.89,2.05,1.79
Denmark,12.63,13.09,10.4,10.33,4.02,-0.57,40.74,35.33,-0.4,3.34,6.24
Botswana,,,5.24,6.58,9.97,5.8,12.57,9.72,9.37,6.67,4.28
Bulgaria,,,,,,47.44,12.57,27.47,2.27,-0.08,4.78
Malawi,6.2,8.37,16.78,3.83,8.9,6.9,11.11,17.58,16.59,7.48,8.14
Barbados,6.12,18.17,9.64,8.57,6.47,4.53,7.55,8.13,0.23,0.78,0.56
Mexico,13.98,16.9,16.48,23.99,52.58,24.78,2.61,8.23,7.21,7.89,3.31
Paraguay,18.89,18.84,18.98,12.26,30.45,23.68,-0.75,16.59,19.21,14.48,9.79
