Country,2009-2010,2011-2012,2013-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Samoa,,26.72,,,,5.74,,,,,21.6
Kyrgyzstan,31.56,31.26,29.58,25.83,23.99,21.73,19.69,16.85,25.41,18.93,
Comoros,,,21.46,,,,,,,19.74,
Australia,32.1,32.84,32.84,33.71,31.96,34.13,35.16,32.58,35.8,,
South Africa,10.58,9.7,10.44,10.09,10.08,10.92,11.0,10.71,14.51,11.27,10.61
Finland,37.69,36.86,36.82,38.06,36.01,37.42,38.19,37.56,38.5,39.74,40.3
Belarus,,,,,10.02,8.44,7.96,7.37,9.65,8.89,8.42
Cayman Islands,,,,5.01,,,,,,,
Dominican Republic,18.86,18.6,18.17,26.92,24.49,23.96,23.42,24.77,33.99,26.11,23.75
Somalia,,,,,,,,28.86,,,
Peru,34.07,33.68,32.68,31.26,32.11,32.45,32.29,32.83,40.44,34.69,20.67
United States,24.3,22.6,21.55,22.14,20.99,21.15,20.13,19.67,23.19,20.57,21.0
"Venezuela, Bolivarian Republic of",10.05,9.54,,,9.15,9.49,,,,,
Namibia,22.46,27.24,20.38,,16.85,,20.72,,,,
Zambia,,,,,,26.84,21.08,17.14,16.57,16.82,15.82
"Iran, Islamic Republic of",21.26,20.26,22.32,19.48,23.85,20.81,25.72,20.05,24.23,21.49,24.59
