Country,1960-1966,1967-1972,1973-1978,1979-1984,1985-1990,1991-1996,1997-2002,2003-2008,2009-2014,2015-2020
Cambodia,14.03,5.62,,6.54,24.59,37.41,39.79,46.22,58.76,68.67
Bangladesh,,,7.8,3.49,4.69,12.77,14.26,15.69,15.5,15.49
Equatorial Guinea,,,10.48,4.62,22.6,21.61,10.68,14.39,12.86,8.03
Bhutan,,,,,,,74.31,76.42,80.3,90.56
Vanuatu,3.79,3.82,3.32,10.99,7.77,6.38,8.43,15.53,26.92,28.75
Syrian Arab Republic,14.84,15.06,9.58,26.18,12.01,4.78,4.87,9.26,10.34,9.31
Ecuador,3.7,7.69,10.5,12.99,16.56,18.59,24.06,28.82,23.95,23.0
Comoros,,44.78,30.75,9.37,4.57,15.41,20.43,12.43,8.54,6.26
Sri Lanka,12.26,11.13,9.48,7.33,7.01,11.66,11.96,23.57,24.27,23.57
Türkiye,0.54,0.58,0.61,1.19,0.27,6.75,10.29,17.02,16.46,13.7
Zambia,54.25,31.15,12.14,20.99,26.77,43.88,61.29,60.45,59.25,49.17
Algeria,1.8,2.05,1.02,0.85,1.43,3.06,2.26,2.49,3.03,5.26
Bosnia and Herzegovina,,,,,,10.18,4.91,13.26,24.37,22.1
Belarus,,,,,,68.87,68.08,68.17,62.48,63.09
Sierra Leone,1.81,5.85,16.44,28.42,28.17,16.35,15.41,30.97,44.02,16.23
Cabo Verde,,21.25,9.03,3.27,2.73,5.87,2.67,2.89,1.47,2.03
Bulgaria,,,,0.62,0.38,28.6,28.19,23.4,29.2,21.7
Lao People's Democratic Republic,36.49,39.02,48.7,46.81,57.19,58.11,82.67,84.81,86.41,90.17
South Sudan,,,,,,,,,1.67,62.27
Kiribati,,,,,,,2.46,7.14,16.9,35.74
Guatemala,12.59,24.22,20.6,23.93,19.96,21.67,25.79,24.57,29.62,28.46
India,2.01,1.45,1.29,0.95,0.57,0.59,0.93,0.84,0.57,0.75
American Samoa,,,,,,,21.32,24.63,26.78,21.44
Mozambique,14.94,16.79,22.25,5.24,8.96,33.91,43.6,39.24,35.57,30.6
Georgia,,,,,,75.48,49.09,50.73,48.28,47.07
Burundi,,11.29,9.31,13.72,10.88,14.96,26.37,32.06,27.26,25.8
