Country,1962-1967,1972-1977,1982-1987,1992-1997,2002-2007,2012-2014
Bosnia and Herzegovina,,,,9321.0,9807.0,9819.5
Viet Nam,23775.5,18389.5,14684.5,11921.5,10550.5,9624.0
Israel,728.55,546.6,440.25,343.25,271.25,226.0
United Kingdom,2721.5,2621.0,2604.0,2541.5,2441.5,2291.5
Yemen,376.85,310.1,220.3,143.5,104.14,81.32
Grenada,2135.0,2173.5,2080.0,2018.0,1945.0,1884.5
Uzbekistan,,,,2182.0,1893.0,1672.0
Nigeria,5764.5,4555.0,3459.5,2678.0,2079.5,1636.0
Belgium,1961.0,1886.5,1858.5,1811.0,1737.5,1636.0
Armenia,,,,2364.0,2575.0,2591.5
Colombia,125525.0,96531.0,77157.5,63719.0,54976.0,49636.5
Iraq,10877.0,7844.0,5869.5,4520.5,3381.5,2597.0
Namibia,59309.0,45060.0,34881.5,24531.5,19771.5,16821.5
Barbados,341.0,326.45,312.9,302.4,292.15,282.8
Cabo Verde,1314.0,1092.5,969.45,784.45,641.05,587.65
Brazil,104803.5,80873.0,64117.0,53577.0,46307.0,42162.5
Mauritius,3722.5,3105.0,2726.5,2462.0,2260.0,2174.0
Latvia,,,,13865.5,15587.0,17444.5
