Country,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2013,2014-2016,2017-2019,2020-2022
Iraq,80.36,79.4,77.8,76.1,74.68,74.1,75.18,75.46,72.37
Latvia,76.78,77.18,74.08,74.85,77.59,76.97,78.83,80.45,80.13
Uruguay,80.53,83.04,81.66,80.49,83.64,84.24,83.55,81.44,79.74
Viet Nam,83.34,82.05,79.76,79.55,83.19,84.67,85.32,85.39,82.61
Ireland,81.2,80.61,83.33,83.75,81.86,78.17,79.04,78.98,79.61
Costa Rica,83.38,83.61,83.36,83.19,81.8,80.76,80.55,80.65,79.26
Bahamas,84.06,85.32,85.24,85.53,85.88,85.99,86.05,86.06,82.6
United Arab Emirates,91.21,91.78,90.27,91.59,88.84,90.48,91.66,92.5,92.44
Belarus,73.46,74.12,74.41,75.76,77.19,78.82,80.24,81.63,82.14
"Iran, Islamic Republic of",79.31,75.42,74.77,73.33,70.34,68.92,71.25,74.19,73.76
Comoros,53.98,53.24,52.17,51.62,53.94,56.18,57.21,56.5,55.96
Puerto Rico,68.25,68.51,65.74,66.15,61.76,57.8,59.65,63.05,65.5
Czechia,80.26,80.47,79.24,78.06,78.42,79.54,81.55,83.14,83.5
Bangladesh,90.13,89.59,88.77,88.48,86.98,84.52,82.11,83.14,82.75
Afghanistan,80.87,80.51,80.49,80.14,80.09,79.12,76.57,72.53,69.3
Suriname,66.95,66.22,65.29,67.55,69.29,70.73,71.98,72.52,69.12
Mauritania,67.87,66.16,64.51,63.61,62.83,62.33,60.33,58.55,57.72
Guyana,83.58,83.27,82.97,80.9,77.73,74.92,72.59,68.59,64.45
