Country,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Vanuatu,4.67,,,,,,,,2.11,,
Bulgaria,3.22,2.48,4.61,5.86,4.58,3.19,2.25,2.05,2.16,2.1,1.59
Israel,4.18,4.52,4.2,3.91,3.5,2.84,2.46,2.57,2.87,3.46,2.45
Ukraine,,,7.14,6.86,8.16,8.27,7.7,7.06,7.99,9.03,
New Zealand,2.77,3.56,4.39,4.38,2.86,2.52,2.44,2.22,2.93,,
Uruguay,3.2,2.75,2.0,2.05,2.04,2.52,3.01,3.01,,,1.61
Mauritius,3.92,3.01,3.59,6.85,7.62,7.58,7.03,6.02,5.48,,
"Iran, Islamic Republic of",12.46,13.59,15.95,13.32,12.23,13.94,18.38,16.92,14.35,13.76,12.94
Tuvalu,,,,,,2.71,,,,,
United States,2.42,4.18,5.3,4.53,3.36,2.8,2.45,2.38,5.59,3.58,2.32
South Sudan,,6.44,,,,,,,,,
Sierra Leone,,,,,11.52,,4.87,,,,
Nepal,,5.04,,,,8.32,,,,,
Switzerland,2.3,2.32,2.98,3.18,3.59,3.52,3.5,3.23,3.51,3.46,3.12
Zambia,,,,,0.65,6.71,7.58,8.32,8.98,7.46,10.44
China,,,,,,,,,,,
Germany,4.15,3.53,2.53,2.39,2.37,2.08,1.91,1.87,2.54,2.4,1.88
Solomon Islands,,,,0.46,,,,,,,
Lebanon,11.05,,,,,,,14.47,,,
Saudi Arabia,,,,,,10.43,10.72,10.92,12.01,8.8,8.0
Dominican Republic,3.92,3.25,4.65,3.92,5.91,4.88,3.74,5.45,5.56,8.05,5.18
"Moldova, Republic of",4.19,4.32,4.6,3.77,3.15,2.88,2.44,2.0,1.73,1.22,1.35
El Salvador,,,4.72,4.37,3.87,5.9,4.98,6.46,5.75,6.08,5.19
Cyprus,3.95,3.93,6.53,11.9,12.55,10.4,7.67,6.26,7.1,6.31,5.76
Lesotho,,,,,,,,12.17,,,
Somalia,,,,,,,,18.96,,,
Peru,5.16,4.72,4.15,3.73,3.83,4.31,4.39,3.61,9.11,6.62,4.94
Hong Kong,2.58,3.08,2.78,2.68,2.7,2.7,2.36,2.63,4.46,4.05,3.31
South Africa,3.47,5.71,6.56,7.26,8.32,11.32,11.51,13.11,13.52,16.11,15.35
Gambia,,,,,,,5.32,,,,
