Country,1965-1971,1972-1977,1978-1983,1984-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Burundi,5.64,7.4,,12.18,13.21,13.44,10.94,20.19,18.83
Barbados,7.65,11.92,13.87,12.2,8.25,10.52,13.34,22.92,22.49
Uruguay,14.54,28.17,32.64,22.98,9.19,18.75,24.28,16.02,14.32
Austria,7.54,10.35,14.53,9.33,4.33,7.81,11.43,9.36,8.42
Ghana,5.65,14.06,22.89,26.08,16.28,14.43,8.53,5.13,15.74
Kuwait,0.82,0.86,0.63,0.68,0.57,0.52,0.61,0.6,0.52
Honduras,6.47,12.69,16.62,17.4,11.11,15.8,21.57,18.64,15.59
Samoa,4.1,5.75,14.05,,,13.73,19.24,18.88,17.12
Estonia,,,,,8.2,7.45,16.97,13.25,14.33
Mali,7.87,12.44,24.3,14.8,16.85,20.4,24.55,24.95,28.81
Libya,3.4,1.82,1.01,0.54,,0.68,1.08,13.74,14.74
Azerbaijan,,,,,6.66,12.01,3.13,2.45,6.37
Bahrain,14.47,47.31,9.62,1.64,24.04,33.44,46.43,31.5,17.28
Sudan,5.87,4.7,11.41,31.33,14.55,3.96,5.89,9.49,12.86
New Caledonia,,23.54,24.23,,8.78,13.17,16.17,24.46,
Hungary,0.24,4.3,17.73,18.65,9.76,6.72,9.31,9.95,9.24
Bosnia and Herzegovina,,,,,,9.15,16.98,16.11,13.35
Singapore,15.17,21.5,29.4,19.84,8.8,13.94,24.56,25.46,20.06
Solomon Islands,5.41,11.03,19.11,19.31,,10.46,20.84,21.06,16.85
Ukraine,,,,,44.46,36.51,30.06,26.45,19.1
Somalia,5.33,5.5,5.5,,,,,,
