Country,1978-1982,1983-1987,1988-1992,1993-1997,1998-2001,2002-2005,2007-2010,2011-2014
ussr,9.34,7.43,9.4,,,,,
French Guiana,1.85,,,,,,,8.06
Sweden,1.26,1.23,1.36,1.12,1.05,1.01,0.95,0.76
United Kingdom,1.07,0.88,0.89,0.97,0.63,0.46,0.33,0.23
Turkmenistan,7.54,4.89,7.21,6.09,8.48,,,
Switzerland,1.03,1.23,1.33,1.26,0.92,0.86,0.57,0.48
Serbia,,,,,2.83,1.97,1.86,1.53
Guyana,0.33,0.29,,,,,,
El Salvador,67.69,49.34,43.37,53.61,,,,
Denmark,1.06,1.2,1.2,1.15,0.96,0.91,0.79,0.53
Iceland,1.37,0.88,1.41,0.64,1.14,1.39,0.46,0.51
Mongolia,,,,,,,,
Bahamas,14.66,10.01,,15.29,,,,
Ecuador,8.47,12.55,13.27,,,,,
Norway,1.05,1.25,1.22,0.89,0.87,0.81,0.65,1.17
Jordan,,,,,,,2.39,2.29
Mexico,23.35,23.92,21.43,19.85,,,,
Argentina,4.15,5.15,5.23,4.4,,,,
Bahrain,,0.69,0.66,,,0.52,,0.52
Israel,1.89,1.89,1.69,1.56,2.89,4.91,2.09,1.84
Portugal,1.4,1.47,1.51,1.4,1.11,1.53,1.06,0.86
Chile,2.96,3.27,3.19,2.83,,,,
Guatemala,,4.3,,,,,,
Antigua and Barbuda,,,,,,,,
