Country,1970-1980,1981-1991,1992-2002,2003-2013,2014-2023
South Africa,1366002950.32,4019229021.77,3404748776.27,-1349420213.47,4959590064.1
Ireland,-1157735379.84,444536114.11,10569930077.52,30730677188.36,105749149308.16
Lebanon,,-2492263647.89,-4614163692.39,-8228316057.05,-10730924339.69
Jordan,-1303562543.75,-1690980614.5,-1714593404.2,-5994433619.87,-8102640845.07
Mauritius,-103963535.99,-57878783.24,-60871437.54,-810791683.06,-734781222.27
Congo,-95945039.19,116813104.95,401511760.43,1522797198.38,1009187469.66
Timor-Leste,,,-683479333.33,-781174254.55,-441473166.67
Saudi Arabia,17885532015.5,3530469084.09,17576926228.91,112037512035.31,62339013333.33
North Macedonia,,-294196699.0,-598789336.28,-1620612400.5,-1870294820.84
Panama,-239694409.09,-262951963.64,-1191703072.73,-1724642954.55,-766724314.88
Estonia,,,-369512316.59,-228267540.7,539808315.18
Nigeria,,,,,
Honduras,-134041833.3,-382425718.39,-602088438.12,-2842679179.4,-5122515390.49
Lao People's Democratic Republic,,-106114704.09,-192292393.26,-947827973.64,-2097372978.86
Algeria,-773360219.09,-1512513829.1,3008903708.31,18622821836.7,-6876863349.4
Japan,1878508076.07,39623249038.38,62544826912.13,20318625733.25,-31948113923.72
