Country,1995-1996,1997-1998,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010
Estonia,10.93,12.24,29.92,31.78,32.49,24.69,22.26,21.48
Belarus,26.78,20.32,24.0,28.98,25.71,28.42,32.89,29.14
Seychelles,13.62,14.76,16.65,13.86,9.07,6.69,7.73,7.7
Liberia,,72.17,72.24,74.54,75.68,70.77,71.66,66.47
Gambia,70.6,68.15,65.67,62.52,45.94,44.06,51.9,47.85
Croatia,12.98,14.24,13.26,18.34,18.16,13.96,14.05,15.13
Mozambique,35.99,34.97,29.4,26.17,28.74,26.35,27.74,27.6
Turkmenistan,34.99,27.72,25.66,27.06,30.49,39.37,47.65,40.69
Kazakhstan,36.39,36.01,48.4,45.02,43.76,39.79,44.68,40.7
Oman,16.05,17.74,18.3,17.22,17.6,18.53,21.72,20.54
Cabo Verde,18.56,21.31,26.3,24.3,24.08,22.36,25.88,25.46
Ethiopia,60.91,57.68,49.93,44.43,42.45,41.9,45.68,46.46
Sweden,13.21,14.2,14.69,18.72,18.31,18.86,18.57,18.7
Malawi,67.5,67.62,59.61,47.92,27.36,28.6,36.62,37.34
Bahamas,60.02,56.64,52.82,52.7,53.08,54.26,54.9,53.78
Ecuador,43.01,53.9,64.68,65.9,77.43,76.94,74.6,63.96
United Kingdom,16.6,19.73,20.13,20.16,19.31,18.42,18.16,15.98
Kenya,56.76,58.38,56.94,56.22,57.39,58.24,58.96,56.18
Egypt,55.97,60.68,59.58,59.64,59.58,57.59,58.3,61.55
