Country,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Ecuador,2426920142.86,7816949857.14,10295820428.57,12599442142.86,16914150428.57,30199468857.14,55397414714.29,68964271714.29
Rwanda,19430000785.71,65737130585.71,132090689242.86,223654707200.0,628007570928.57,1653539142857.14,4106131142857.14,8034842857142.86
Angola,,,,,276187000000.0,1351482714285.71,5515531285714.29,19437597035714.28
Niger,169461006328.57,303902959785.71,544247594057.14,705297878115.71,1142061606542.86,1891667949271.43,3433941775628.57,5286315039440.0
Ukraine,,,,5232705414.29,84273999771.43,380871000000.0,1118859571428.57,3123482571428.57
"Korea, Republic of",2839485714285.71,16931042857142.86,50971485714285.71,146996014285714.28,331330871428571.44,536657071428571.44,756368157142857.1,958602714285714.2
Syrian Arab Republic,6308023557.14,25434428571.43,73697428571.43,266170000000.0,556257000000.0,1189483000000.0,3510392294757.14,15761757200000.0
Czechia,,,,555365254833.33,1137434285714.29,1679117428571.43,2083898571428.57,2796819857142.86
Poland,,,,204588000000.0,415859428571.43,685862571428.57,1001535714285.71,1469008714285.71
Sudan,613785.71,2711671.43,20690000.0,1727207142.86,20532143171.43,54687106728.57,289103000000.0,14934466085914.28
Costa Rica,5760314285.71,21136957142.86,127334014285.71,818513738200.0,2799044610385.71,8240979002914.29,16976052054428.57,25464225546600.0
Brunei Darussalam,190000000.0,544000000.0,918000000.0,2071857142.86,2733224800.0,3566003985.71,3240883828.57,4332370600.0
Turkmenistan,,,1300.0,165400.0,2772831350.0,9690064200.0,8283621666.67,
"Iran, Islamic Republic of",642494841709.6,2995936273650.56,10971370454576.53,49861510334065.05,272319607820000.0,1128377358638571.5,4779421360615343.0,2.7951341666902744e+16
Kenya,8754742285.71,25932000000.0,64656705714.29,191895524142.86,696435000000.0,1453854428571.43,4142890557142.86,8683882342857.14
Croatia,,,,10339745900.0,14346659114.29,23878443357.14,26888604171.43,33800045842.86
Australia,22893571428.57,61352000000.0,135227714285.71,244341142857.14,361987714285.71,570578142857.14,837044714285.71,1077440428571.43
Dominica,,,,,,1027175000.0,1114484285.71,1217800000.0
India,439700174715.71,914790913070.0,2147974782557.14,5249393054514.29,12445415763042.86,24953601384857.14,65255453535214.29,134509382835422.28
"Palestine, State of",,,,3045450000.0,3721800000.0,5796428571.43,11471957142.86,15832000000.0
Eswatini,49471428.57,207807142.86,674155357.14,3098068085.71,7884691171.43,15732072942.86,30829885457.14,43202282933.33
Aruba,,,,1193000000.0,1567711428.57,2407099714.29,2867436142.86,3193885900.0
Equatorial Guinea,,,,,,1189436445340.0,2610766837014.29,3631899601314.29
Argentina,1.77,372.3,49736650.0,129597406380.0,195787065342.86,491674667842.86,2673478729228.57,37162665656142.86
