Country,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Denmark,12.28,12.32,12.15,12.9,12.71,11.9
Ireland,12.18,9.55,11.67,12.1,12.77,11.95
Israel,15.1,15.88,16.93,18.02,18.14,17.06
Yemen,,12.49,,,,
United Kingdom,13.66,13.14,12.38,12.3,12.14,10.98
Chile,16.39,17.43,18.71,20.22,21.3,19.36
Ecuador,,13.08,11.09,11.9,13.03,9.87
Mauritius,15.63,15.58,15.81,16.45,15.24,12.13
Bulgaria,10.51,10.3,9.8,9.63,10.06,10.01
France,10.27,9.99,9.65,9.58,9.53,8.85
Mongolia,,16.82,14.89,3.6,12.46,10.62
Djibouti,23.32,12.33,17.2,12.78,13.62,
Lao People's Democratic Republic,16.66,9.24,9.66,11.71,11.41,10.25
Solomon Islands,21.58,19.74,,,,
Afghanistan,12.69,5.92,6.26,7.84,8.2,
Namibia,21.6,25.49,22.98,23.49,24.91,25.13
