Country,1975-1978,1979-1982,1983-1986,1987-1990,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2021
Vanuatu,,76.28,69.17,69.32,61.08,61.02,61.0,61.03,68.29,70.27,76.5,80.25
Germany,94.16,97.38,98.53,98.41,98.11,98.73,98.65,99.14,99.79,96.3,93.43,92.25
Bhutan,0.36,0.34,0.5,0.41,0.29,0.41,0.32,0.38,58.33,75.25,74.71,79.41
Peru,19.52,75.1,73.22,72.14,60.49,53.96,60.92,76.48,84.19,86.15,82.01,81.58
"Moldova, Republic of",,,,,55.65,68.17,66.67,60.79,57.47,63.81,60.24,65.24
Senegal,52.72,51.94,54.23,51.43,58.42,65.74,71.46,72.91,70.36,73.89,74.89,79.62
Georgia,,,,,44.39,41.22,39.34,55.33,55.32,59.36,64.27,60.91
Eswatini,8.59,32.95,32.85,33.48,31.55,30.94,33.75,34.53,35.0,35.41,37.43,40.47
Qatar,0.35,0.34,0.35,0.38,0.44,0.39,0.41,0.34,0.41,0.32,0.32,13.92
"Palestine, State of",,,,0.4,0.41,49.02,65.24,68.73,17.09,0.3,0.49,0.35
Malawi,25.47,28.42,28.4,28.2,56.45,70.29,56.14,50.02,54.95,61.0,58.63,57.46
"Bolivia, Plurinational State of",10.26,24.12,63.3,72.47,80.94,86.94,86.93,81.89,78.11,74.44,71.08,54.52
Madagascar,32.57,32.37,30.42,30.92,49.94,53.54,49.8,48.53,38.37,37.93,51.67,57.13
Singapore,56.15,56.16,56.93,57.71,57.62,58.08,58.43,58.53,59.31,63.37,57.44,56.33
Belarus,,,,,62.21,57.73,37.02,26.51,23.87,26.66,29.04,25.15
Panama,21.09,25.02,19.65,23.7,84.48,84.28,84.49,84.38,85.81,86.06,82.68,85.69
Latvia,,,,,78.46,86.95,87.46,85.07,80.55,88.61,91.52,90.28
Austria,85.01,84.95,85.19,85.0,84.83,84.89,85.03,85.51,87.35,87.28,82.12,85.35
Afghanistan,0.37,0.43,0.34,29.06,14.22,0.4,0.41,37.03,46.47,44.03,41.78,27.55
Malaysia,43.38,42.95,41.8,39.05,37.7,37.23,36.84,41.33,47.13,47.2,48.53,58.29
Jordan,0.28,0.29,0.23,25.65,49.61,48.0,47.84,48.06,46.66,51.32,54.06,53.04
Timor-Leste,,,,,,,62.59,65.66,67.0,67.96,72.0,75.57
Gabon,26.89,26.93,26.67,28.21,33.21,35.26,35.83,36.12,36.84,36.64,38.8,39.35
"Congo, The Democratic Republic of the",13.8,16.95,16.78,18.66,9.44,0.5,0.48,12.22,47.21,39.36,38.45,40.22
Türkiye,70.13,33.89,62.59,73.42,76.21,76.32,84.06,85.89,76.89,71.04,53.7,46.84
Syrian Arab Republic,21.38,21.47,21.46,22.6,25.95,24.89,21.44,21.38,12.88,11.65,7.66,10.14
Zambia,37.12,37.4,37.01,38.07,54.65,55.89,55.41,55.96,59.48,59.51,46.55,47.39
