Country,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2009,2010-2013,2014-2017,2018-2021
Hong Kong,4.44,8.99,21.84,35.01,40.45,62.68,95.21,102.68,111.25
Pakistan,12.51,13.96,19.73,24.77,28.65,73.25,96.55,111.14,129.48
Gibraltar,,,,53.99,59.09,86.84,86.02,109.13,109.73
Sri Lanka,9.93,10.78,18.96,29.83,34.86,57.46,93.71,103.66,104.13
Georgia,,,,9.86,14.37,60.78,97.19,107.19,126.84
Bahrain,28.96,22.49,31.75,31.07,43.51,91.04,92.44,99.43,110.81
"Tanzania, United Republic of",9.33,8.39,13.76,13.73,18.07,50.02,97.58,93.57,85.82
Viet Nam,0.9,1.42,2.1,6.54,13.14,35.64,66.03,105.85,163.72
Saint Kitts and Nevis,18.35,29.81,42.99,49.22,65.19,91.11,83.45,101.65,101.37
South Africa,17.8,14.69,19.17,28.6,34.48,77.43,113.41,100.3,100.23
Togo,16.54,16.99,15.61,26.44,28.78,54.79,96.47,96.29,97.3
Congo,3.76,5.32,3.55,8.86,6.87,28.88,64.22,86.45,23.55
Luxembourg,,,,43.16,62.21,114.66,116.13,101.65,102.43
Philippines,10.56,10.12,22.12,44.19,53.97,71.67,85.0,110.8,148.22
Vanuatu,17.76,18.51,23.48,26.06,27.25,65.63,81.71,100.35,94.52
"Bolivia, Plurinational State of",6.56,6.82,10.57,17.71,18.03,38.0,80.46,97.27,93.22
Uganda,6.28,10.1,8.96,22.87,26.35,61.06,100.2,99.61,142.27
Liberia,25.9,17.15,17.06,31.59,18.75,31.3,57.92,90.01,70.48
Albania,,,,19.83,37.63,91.41,113.82,112.78,145.91
Tunisia,16.88,16.58,29.54,39.94,50.79,90.02,117.33,105.29,105.19
Nauru,15.29,24.42,58.38,20.77,26.46,52.25,65.04,82.32,48.0
Thailand,4.78,7.65,20.91,29.54,35.41,69.07,112.41,104.38,118.12
