Country,1987-1988,1989-1990,1991-1992,1993-1994,1995-1996,1997-1998,1999-2000,2001-2002,2003-2004,2005-2005,2006-2006,2007-2007
United Kingdom,0.63,0.12,1.04,2.65,2.92,4.71,5.74,5.3,6.3,10.21,8.86,8.43
New Zealand,,,0.06,0.49,0.52,,1.16,0.91,1.91,5.3,5.5,4.07
Denmark,,,0.05,,,0.35,0.23,2.01,1.11,1.18,3.98,6.54
Greece,,,,,19.33,0.16,,0.15,0.43,0.32,5.63,2.82
Japan,0.11,0.13,0.1,0.15,0.24,0.21,0.24,0.18,0.18,0.05,0.12,0.3
France,5.05,2.48,,,,0.0,0.41,0.38,0.26,0.2,0.05,0.04
Netherlands,0.29,0.71,2.46,0.21,0.21,1.49,4.74,3.41,4.46,5.11,4.24,1.75
Australia,0.82,0.23,2.82,3.12,3.55,4.36,3.84,3.18,3.93,4.09,3.68,2.33
Portugal,,,,,,0.28,0.03,0.02,0.2,0.06,0.0,0.15
Spain,,,,0.03,0.61,0.32,0.81,1.01,1.13,2.56,2.9,2.2
Luxembourg,,,,,,,2.72,,4.04,6.45,9.38,9.74
Switzerland,0.05,,0.3,0.13,1.12,,0.7,0.5,0.28,0.57,0.38,0.42
Norway,3.77,0.02,4.54,0.39,3.9,2.59,3.12,4.88,3.73,3.17,3.58,3.24
Canada,0.23,0.14,0.19,0.05,3.66,1.14,4.15,5.06,6.42,2.77,3.12,3.92
Austria,,,0.12,0.01,0.02,0.01,0.04,0.16,0.61,0.72,1.48,0.97
Finland,0.44,0.19,1.46,0.82,1.33,0.71,0.93,2.34,2.25,1.4,1.99,3.22
Italy,2.61,0.29,0.77,,0.23,0.47,1.22,1.6,0.6,1.44,0.54,2.26
Sweden,0.04,0.08,1.5,1.0,0.11,2.37,4.7,4.09,5.69,7.53,6.53,6.24
Belgium,2.44,3.97,6.5,6.63,0.44,0.33,2.03,3.05,3.29,3.04,3.24,3.43
Germany,0.6,0.33,0.92,1.2,1.89,2.17,1.71,1.86,2.47,1.63,3.99,2.17
Ireland,,,0.05,,0.46,,,0.96,2.61,3.17,18.69,9.4
United States,7.85,6.72,7.46,8.84,12.28,11.03,10.38,15.54,10.5,13.81,16.84,24.05
