Country,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019
Austria,170.0,170.0,168.67,131.0,131.0,131.0
Belarus,986.5,894.83,437.0,179.5,180.0,177.0
Papua New Guinea,205.5,193.67,202.67,209.0,204.0,205.0
Colombia,393.33,224.0,199.67,239.0,239.0,255.5
Montenegro,372.0,372.0,337.33,317.0,300.0,300.0
Nicaragua,240.0,234.0,207.0,207.0,201.0,201.0
Fiji,202.0,213.0,235.67,257.0,247.0,247.0
Ukraine,2085.0,751.0,510.33,346.0,341.5,327.5
Russian Federation,,,177.0,168.0,168.0,163.5
Bahamas,58.0,58.0,58.0,58.0,233.0,176.0
Peru,424.0,394.67,298.33,276.5,260.0,260.0
North Macedonia,192.0,139.67,119.0,119.0,119.0,119.0
Sierra Leone,383.0,355.0,339.67,337.0,343.0,343.0
Ecuador,600.0,618.0,654.0,654.0,665.0,664.0
Latvia,266.33,243.67,232.67,193.0,168.5,168.5
Madagascar,314.0,213.33,195.0,183.0,183.0,183.0
Canada,119.0,123.0,131.0,131.0,131.0,131.0
Saint Lucia,71.0,81.67,93.5,110.0,110.0,110.0
Serbia,279.0,279.0,279.0,261.62,225.5,225.5
Botswana,140.0,144.0,152.0,152.0,136.0,120.0
El Salvador,320.0,320.0,320.0,316.0,214.0,174.0
