Country,1961-1965,1966-1970,1971-1975,1976-1980,1981-1985,1986-1989,1990-1993,1994-1997,1998-2001,2002-2005
Gambia,41.8,44.2,45.4,46.0,43.67,,,,,
Qatar,9.2,20.2,32.8,50.0,75.0,58.0,74.75,67.25,79.75,74.25
Grenada,13.6,21.0,22.0,23.8,22.0,18.5,14.5,12.5,12.0,
Algeria,27620.0,37900.0,41000.0,43758.8,56821.6,85856.75,94427.25,91555.0,94988.0,98359.25
Central African Republic,20.0,37.25,,,,,,,,
Belgium,57643.0,89819.8,100848.8,111940.2,117260.0,117707.75,114918.0,108273.5,100828.0,95623.5
Guyana,3260.0,3310.0,3360.0,3395.5,,,,,,
Ireland,52033.4,72929.8,100483.4,131020.0,152600.0,163875.0,171250.0,177139.25,165995.5,167515.0
Samoa,9.6,15.2,20.2,27.0,41.0,66.5,76.0,76.0,80.0,94.0
Paraguay,4100.0,4600.0,5100.0,6300.0,9607.0,13125.0,16122.0,18510.0,20843.75,23177.5
Sweden,161555.4,173213.4,183646.6,186360.0,187330.8,178707.0,169307.0,172217.5,168300.0,161172.5
Ghana,1731.6,2100.0,2060.0,2020.0,1980.0,1944.0,1912.0,1880.0,1923.0,1891.75
Chad,23.8,,,,,,,,,
Haiti,90.0,115.0,140.0,165.0,190.0,212.5,177.5,140.25,146.0,
North Macedonia,,,,,,,45945.5,53503.25,54000.0,53750.0
Germany,1160872.4,1434180.6,1560706.6,1597662.2,1630484.0,1622711.75,1422350.0,1195780.75,1030824.5,
Costa Rica,4310.8,4900.0,5310.67,,,,,,,
Dominica,34.0,52.0,,,,,,,,
Slovenia,,,,,,,82500.0,92579.25,110088.5,105968.0
Brunei Darussalam,5.0,6.8,21.2,55.4,72.0,,,,,
Brazil,92800.0,144954.0,232422.6,435641.0,617261.8,697543.75,747519.25,793979.25,798250.75,791975.5
Canada,568125.8,596997.4,612070.4,650300.2,685921.2,749243.5,734787.25,715333.75,726130.25,732848.75
Barbados,313.8,395.0,430.0,470.0,520.0,564.25,,,,
Djibouti,4.0,4.4,5.0,5.8,6.0,7.5,8.0,8.0,8.0,7.0
Vanuatu,3.0,15.4,35.0,,,,,,,
Hong Kong,2.0,2.0,5.2,6.4,7.0,7.0,6.25,4.0,,
Armenia,,,,,,,14307.0,13187.5,13112.25,14345.75
India,39603.2,77602.4,185662.4,328183.6,508649.0,755700.0,1095563.75,1441123.5,2017500.0,2458950.0
Finland,107120.0,143850.0,169600.0,201200.0,227100.0,217150.0,204004.0,191793.0,174235.25,173733.0
Nepal,202.0,530.8,1187.0,1964.8,2650.8,3829.5,7110.5,15862.5,25242.75,28971.0
