Country,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Equatorial Guinea,85.26,81.59,73.71,66.32,63.26,64.75,68.94,72.01
Colombia,44.36,43.77,44.17,44.56,45.31,47.37,47.88,47.35
Ecuador,31.57,31.22,34.91,34.89,34.84,36.26,38.23,43.99
Algeria,32.27,31.86,30.27,28.15,29.05,28.62,27.25,27.66
Papua New Guinea,73.04,72.99,72.95,72.76,72.04,70.95,69.56,68.72
Mauritius,21.67,21.35,20.89,18.77,17.29,17.72,18.28,18.77
Pakistan,63.53,62.71,61.76,58.22,57.78,55.6,48.04,51.73
Saint Vincent and the Grenadines,21.85,21.96,22.39,22.33,22.08,22.84,23.03,23.55
Panama,30.94,30.62,32.35,35.16,32.66,31.17,33.32,41.19
"Tanzania, United Republic of",84.69,84.45,83.84,82.29,80.54,79.41,78.94,78.92
Vanuatu,69.41,69.7,70.06,69.68,67.61,62.75,57.95,54.85
Honduras,37.53,37.38,37.0,36.14,33.94,37.67,33.99,30.7
"Korea, Republic of",29.16,27.5,26.42,24.57,22.65,20.81,19.31,19.75
Solomon Islands,72.17,71.09,69.16,67.55,65.14,61.65,57.36,53.34
Estonia,5.69,6.72,6.33,5.87,5.97,6.76,7.36,7.9
"Bolivia, Plurinational State of",58.96,58.71,56.93,49.34,46.2,47.7,58.36,59.84
Angola,64.93,65.32,63.73,61.79,57.6,50.73,48.24,50.56
Georgia,46.35,51.92,59.12,64.43,58.89,54.86,51.16,49.5
Djibouti,51.1,51.63,51.88,51.37,49.99,48.86,47.13,46.12
Ireland,23.19,20.68,17.55,16.4,16.54,17.62,15.88,13.95
Comoros,58.74,58.93,58.04,56.23,54.4,51.6,50.51,50.54
Liberia,74.43,77.07,69.51,68.7,69.59,67.34,65.58,66.38
Fiji,39.72,38.85,37.9,37.6,40.54,42.07,35.13,32.15
Yemen,40.16,38.16,36.67,37.04,37.95,40.16,44.81,47.06
