Country,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2021
Sri Lanka,18.14,18.11,18.02,17.99,17.96,17.94,17.87,17.73,17.71
Madagascar,25.32,25.32,25.37,25.44,25.56,25.57,25.57,25.62,25.62
Costa Rica,42.57,42.5,42.53,42.62,42.8,42.76,42.74,42.76,42.76
Portugal,4.19,4.2,4.23,4.23,4.19,4.17,4.04,4.0,4.0
Morocco,39.31,39.31,39.33,39.33,39.33,39.33,39.3,39.28,39.28
Mauritius,32.54,30.84,28.06,27.68,26.92,25.59,24.93,25.38,25.38
Ghana,,73.96,73.71,73.12,70.68,63.1,63.1,64.14,64.66
Türkiye,17.39,17.39,17.32,17.49,17.55,17.44,17.16,17.08,17.08
Greece,4.19,4.2,4.23,4.23,4.19,4.17,4.04,4.0,4.0
Estonia,4.19,4.2,4.23,4.23,4.19,4.17,4.04,4.0,4.0
Romania,4.19,4.2,4.23,4.23,4.19,4.17,4.04,4.0,4.0
Qatar,,,13.73,13.73,13.83,13.83,13.83,13.86,13.86
Vanuatu,,,,,,37.97,37.96,37.99,37.99
Yemen,,,,,,,19.81,19.81,
Sweden,4.19,4.2,4.23,4.23,4.19,4.17,4.04,4.0,4.0
Latvia,4.19,4.2,4.23,4.23,4.19,4.17,4.04,4.0,4.0
Fiji,,,40.0,40.56,40.98,40.79,40.01,40.01,40.01
Luxembourg,4.19,4.2,4.23,4.23,4.19,4.17,4.04,4.0,4.0
Montenegro,,,,,,4.33,4.33,4.35,4.35
Lesotho,,61.6,61.44,61.38,61.27,61.3,61.31,61.33,61.33
Nigeria,68.41,68.41,68.41,65.78,63.47,62.32,61.07,,60.74
Papua New Guinea,29.63,29.5,29.44,29.44,29.58,29.53,,29.45,29.45
United Arab Emirates,,,12.48,12.52,12.59,12.6,12.6,12.62,12.62
Saint Vincent and the Grenadines,53.87,53.91,53.91,53.91,53.81,53.87,53.9,53.9,53.9
Chad,79.48,79.46,79.4,79.26,79.05,78.97,79.05,,
Malawi,46.38,46.52,45.62,45.62,45.43,45.43,45.53,45.62,45.62
Nepal,,,24.07,24.09,24.14,24.13,24.12,24.12,24.12
Brazil,30.58,30.58,30.58,30.58,30.59,30.59,30.57,30.59,30.59
Tajikistan,,,,,7.73,7.72,7.69,7.67,7.67
Singapore,5.6,5.6,5.61,6.1,7.2,7.13,6.22,5.76,5.76
