Country,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2017
Colombia,,,,62.23,67.46,71.78,73.57,73.04,73.13,73.93
Equatorial Guinea,26.18,,,22.77,,,,,,
Algeria,,,,,,,,,,
Egypt,,,,,,,,76.25,80.59,81.46
Sri Lanka,,,,,,82.32,83.74,,,87.66
Angola,,,,,9.75,11.37,,,,
Mozambique,3.58,4.62,4.67,8.94,12.52,16.33,17.89,20.52,19.23,
Iceland,80.47,81.81,87.12,89.8,88.42,86.68,86.62,86.81,88.82,90.18
Maldives,30.92,43.64,,,,,,,,
Niger,6.74,6.7,8.46,10.33,11.27,12.16,13.64,17.78,19.44,22.97
Estonia,81.93,84.5,87.83,91.63,90.5,90.14,91.07,91.79,93.29,93.29
Morocco,,,,43.69,48.68,53.49,58.08,,,63.74
"Bolivia, Plurinational State of",63.97,68.83,74.54,75.23,72.57,72.24,72.16,74.73,76.33,75.79
Israel,97.56,99.17,99.91,99.53,98.8,,97.03,97.43,98.04,
Switzerland,87.06,85.66,85.97,87.2,86.61,85.14,83.26,84.96,86.53,86.66
Bermuda,,,,,,60.64,67.61,,,
Uzbekistan,,,,,,86.14,87.8,88.63,89.72,91.34
Chile,,,,,84.77,82.6,83.18,86.84,87.65,87.46
Togo,29.98,,,,,,,,,48.53
Hungary,83.87,88.11,90.52,90.17,89.95,89.23,88.81,89.71,89.04,89.05
Bulgaria,86.44,88.23,86.26,86.42,85.35,84.67,86.99,91.68,91.87,90.19
Norway,94.62,93.8,95.15,96.53,96.84,95.36,94.24,94.98,95.16,95.59
