Country,1961-1973,1974-1986,1987-1998,1999-2010,2011-2022
Viet Nam,,0.9,5.09,5.37,5.04
Estonia,,,8.73,4.22,3.18
Lithuania,,,7.78,5.24,4.38
Hong Kong,6.59,5.58,3.37,3.67,1.14
Kenya,3.05,0.74,-0.04,0.82,2.27
Slovenia,,,3.99,2.79,1.79
Qatar,,,,2.88,-0.54
Dominica,,4.13,3.37,2.31,-0.39
Turkmenistan,,,-2.13,6.77,6.8
Ethiopia,,-1.95,-0.57,5.15,5.63
Netherlands,3.97,1.29,2.52,1.44,1.12
Israel,5.43,,2.06,1.57,2.19
Tonga,,3.38,1.94,0.65,1.92
Sint Maarten (Dutch part),,,,3.75,-1.25
Samoa,,2.87,0.49,3.26,-0.89
Greenland,6.73,2.85,0.94,3.36,1.08
Chad,-1.87,0.43,-0.08,5.19,-1.65
Rwanda,-0.17,1.99,-0.23,5.57,4.11
Bosnia and Herzegovina,,,36.5,5.53,3.88
Antigua and Barbuda,,6.46,3.01,0.84,0.83
Chile,1.69,0.93,5.48,2.92,1.75
Sao Tome and Principe,,,,2.5,1.18
Spain,6.16,1.26,2.78,1.35,0.73
Georgia,4.82,3.97,-6.79,6.7,4.89
Mozambique,,-6.17,4.32,5.07,1.55
Brazil,4.8,2.53,0.27,2.31,0.19
Kyrgyzstan,,,-2.9,3.08,1.78
