Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2010,2011-2015
Tonga,6.44,7.17,7.91,8.62,9.28,9.93,10.57,11.18
Kuwait,4.76,5.52,6.41,7.47,8.68,9.86,10.83,11.64
Trinidad and Tobago,6.19,6.9,7.64,8.37,9.12,9.92,10.67,11.34
Indonesia,3.8,4.38,5.02,5.74,6.54,7.37,8.15,8.87
Lebanon,4.87,5.53,6.25,7.02,7.81,8.62,9.38,10.07
El Salvador,3.3,3.9,4.62,5.44,6.28,7.02,7.73,8.4
Bangladesh,2.25,2.6,3.0,3.44,3.91,4.43,4.95,5.48
Albania,6.44,7.2,7.98,8.78,9.58,10.38,11.11,11.77
Somalia,1.57,1.83,2.13,2.47,2.86,3.3,3.74,4.19
Iraq,3.12,3.89,4.88,6.09,7.3,8.22,9.0,9.7
Egypt,4.04,4.7,5.46,6.32,7.22,8.06,8.82,9.51
South Africa,5.65,6.21,6.76,7.28,7.83,8.56,9.27,9.93
Cyprus,7.68,8.6,9.55,10.53,11.43,12.21,12.91,13.52
Rwanda,1.97,2.29,2.68,3.11,3.6,4.13,4.67,5.2
Dominica,5.09,5.75,6.46,7.22,8.02,8.84,9.6,10.3
Afghanistan,1.24,1.45,1.7,1.98,2.3,2.66,3.04,3.42
"Moldova, Republic of",7.18,7.96,8.74,9.52,10.31,11.11,11.85,12.51
Mongolia,5.85,6.56,7.29,8.03,8.76,9.52,10.24,10.92
Tajikistan,7.42,8.2,8.96,9.68,10.3,10.91,11.5,12.09
"Taiwan, Province of China",6.9,7.78,8.7,9.65,10.58,11.47,12.23,12.88
Kenya,3.56,4.23,5.02,5.93,6.88,7.7,8.43,9.09
Paraguay,4.0,4.57,5.17,5.8,6.44,7.11,7.77,8.41
