Country,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2022
Malawi,,6.14,4.23,1.91,0.52,0.9
Guyana,5.65,18.23,35.93,11.02,1.42,2.03
Maldives,3.43,8.84,3.82,3.11,4.02,8.36
Cambodia,,0.0,0.27,0.44,1.94,5.99
North Macedonia,,,1.76,4.57,7.55,9.0
Turkmenistan,,,4.09,11.29,1.59,4.12
Togo,2.16,6.78,3.02,1.35,1.1,1.73
Guatemala,1.61,3.01,3.48,2.53,4.35,3.82
Chad,0.72,0.68,0.92,1.56,1.31,1.73
Philippines,3.86,7.67,6.84,8.41,4.32,2.7
Morocco,2.82,8.62,8.9,6.47,3.9,3.82
Honduras,4.8,5.5,8.67,6.27,3.97,5.11
Cabo Verde,,2.52,2.24,3.16,2.03,2.9
Ecuador,2.01,7.31,6.74,11.12,5.78,7.0
Papua New Guinea,8.3,10.69,15.41,8.41,6.34,11.78
Timor-Leste,,,,,0.01,0.19
Iraq,,,,,,1.33
