Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1998,1999-2003,2004-2008
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Jamaica,419.33,5003.33,51.17,135000.0,160.8,341.0,79540.6
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,211.2
Sierra Leone,1666.67,0.0,10.0,0.0,0.0,3.2,0.0
Cook Islands,0.0,0.0,334.17,0.17,183.8,148.8,121.6
Lao People's Democratic Republic,0.0,0.0,0.0,51224.67,200000.0,0.0,0.0
Mozambique,0.0,17509.0,58350.0,683.33,540400.0,5695.2,76560.0
Norway,0.0,0.0,0.0,0.0,0.0,0.0,20.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Haiti,0.0,194353.0,0.0,145016.67,320080.2,87.0,146030.0
Kiribati,117.17,0.0,0.0,0.0,0.0,0.0,0.0
Türkiye,5.0,0.0,0.0,0.67,6.0,2.8,332.2
Germany,0.0,0.0,0.0,11.67,6005.8,16.0,94.0
Colombia,0.0,0.0,4756.83,16666.67,0.0,1541.4,614.8
Honduras,101333.33,1250.0,3355.0,2.0,425408.2,17268.0,24680.0
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Argentina,16746.67,17.5,333.67,1335.83,2001.2,1803.2,52.6
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,2066.0
Turks and Caicos Islands,0.0,0.0,128.33,0.0,0.0,0.0,340.8
Romania,0.0,0.0,0.0,33.83,1095.6,62.8,501.0
"Korea, Republic of",449.67,12278.33,11422.67,17540.33,1965.6,34106.6,933.8
Chile,15000.0,2803.33,59020.0,6333.33,450.8,480.4,31.4
