Country,1960-1965,1966-1971,1972-1976,1977-1981,1982-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2011,2012-2016,2017-2021
France,1.85,1.9,2.3,3.78,4.53,4.81,6.43,8.93,14.19,20.18,28.5,36.74
Barbados,,,,,,,,,,,28.07,28.65
Côte d'Ivoire,1.86,3.4,7.65,6.25,5.61,4.98,7.2,8.46,9.5,10.61,9.91,14.72
Mauritania,0.0,0.0,2.06,1.81,0.91,0.29,1.11,2.99,12.45,16.77,21.29,20.31
Liberia,,,,,,,8.23,9.33,9.51,11.68,11.59,10.18
Norway,8.31,9.78,17.7,24.84,31.9,36.11,39.21,36.36,37.51,39.38,40.18,42.54
Trinidad and Tobago,11.33,9.17,9.93,13.73,14.93,16.57,18.86,17.58,28.65,30.15,30.69,32.49
Finland,14.69,16.92,22.55,26.23,30.58,35.25,35.33,36.55,39.11,42.06,42.08,45.68
Djibouti,,,,0.0,0.0,0.0,0.0,3.59,11.15,13.56,15.48,25.34
Maldives,,,,3.75,2.83,5.75,6.24,6.64,10.43,7.04,5.79,4.75
Mali,1.33,1.99,2.87,3.32,3.33,4.59,6.5,11.43,10.2,9.98,9.54,16.46
Bahamas,,,,,,,,,,,,21.21
Ghana,9.62,3.33,2.5,3.72,5.64,7.22,8.5,9.1,10.17,8.56,10.24,13.24
Oman,,,,,,,,,8.3,9.34,8.72,9.65
"Tanzania, United Republic of",,4.36,7.31,9.34,10.29,11.29,15.86,21.33,28.83,34.75,36.45,36.8
Tajikistan,,,,,,3.02,3.05,6.06,14.62,17.91,15.68,21.21
Antigua and Barbuda,,,,,5.29,4.53,10.95,9.33,13.89,18.97,22.57,30.94
Uganda,,,,2.03,7.88,12.65,17.7,22.01,26.48,19.84,13.53,28.89
Sri Lanka,2.67,3.01,2.76,2.9,4.02,4.86,5.15,4.35,4.84,5.23,5.02,5.27
"Micronesia, Federated States of",,,,,,,0.0,0.0,0.0,0.0,0.0,1.43
Iraq,1.93,3.89,5.25,6.53,11.89,10.71,7.66,8.27,25.74,26.6,25.29,26.21
Mexico,4.98,5.31,6.63,8.61,11.47,10.28,12.6,15.47,22.46,28.62,40.15,48.35
Portugal,2.6,3.48,6.17,6.45,6.89,10.27,13.32,17.94,20.76,26.46,32.5,38.63
Kazakhstan,,,,,,7.04,10.82,11.34,9.14,6.38,19.83,20.26
Sudan,0.17,1.5,5.94,6.64,4.11,4.75,6.65,8.52,13.25,21.89,28.96,
Saudi Arabia,,,,,,,,,2.84,18.84,20.01,19.87
Luxembourg,0.15,3.38,5.95,12.31,12.09,13.93,18.8,17.47,20.2,24.9,26.17,26.33
Lesotho,3.23,4.64,5.8,3.46,1.1,6.1,10.79,12.79,20.04,25.0,24.9,23.08
