Country,1975-1980,1981-1986,1987-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Tajikistan,,,,15578000.26,18655999.95,26482000.16,32103999.33,22974000.17,49969999.31
Latvia,,,22100000.38,19124000.17,49686000.06,104964996.34,,,
Mozambique,3508333.23,18239999.93,76025001.84,79200000.0,92665998.84,162764001.46,176617996.22,58358000.18,115973999.02
Cameroon,16350000.06,13048333.25,88075000.13,48315999.6,33564000.32,51116000.37,71929999.54,84895998.38,86594001.77
Colombia,143333.33,1096666.69,4359999.97,15693999.86,15163999.75,54509999.47,48427999.88,56781999.97,81602000.43
Mali,23615000.57,21643333.28,43563333.19,60837999.73,29768000.22,132098001.1,115141998.29,242787997.44,168769998.17
Madagascar,18533333.46,21396666.53,32543333.85,42134000.78,48013999.56,137040000.92,66964000.7,90115998.84,94049998.47
North Macedonia,,,,17681999.83,64992000.2,59063999.94,61873999.79,98882000.73,140947997.28
Algeria,465000.0,3700000.01,10993333.18,31511999.51,91366000.75,51196000.67,67252000.43,48871998.98,50970000.46
Kiribati,,866666.64,1836666.65,1543999.98,702000.0,3848000.0,2893999.97,3762000.04,3662000.02
Egypt,19899999.7,37189999.26,103716668.45,116588001.25,105666002.66,174938000.49,276431997.68,174200000.74,763164030.46
Morocco,3024999.91,22271666.61,23963333.21,185734001.16,183160002.14,261202001.95,345584002.69,543972003.17,437614001.46
Israel,709999.98,100000.0,8151666.86,11199999.97,8676000.06,1320000.02,,,
Azerbaijan,,,4500000.0,38098000.24,20642000.39,17779999.92,19442000.2,21617999.84,24536000.06
Costa Rica,30000.0,2027500.06,5446666.8,5704000.04,1833999.97,5214000.03,4526000.05,14419999.79,9172000.07
