Country,1975-1980,1981-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2011,2012-2016,2017-2021
Central African Republic,17.0,19.75,26.73,45.8,47.49,45.81,46.18,45.57,49.11
Philippines,27.33,34.33,50.56,53.11,53.3,53.42,53.9,55.31,55.8
Guyana,50.87,47.45,50.29,65.97,67.16,66.76,67.97,69.62,75.14
"Korea, Democratic People's Republic of",13.49,14.73,14.61,14.61,14.61,15.77,15.63,14.9,15.46
Papua New Guinea,62.76,63.93,63.93,64.64,63.93,63.19,61.9,61.9,60.15
United Kingdom,78.49,78.88,78.49,78.49,79.08,79.7,80.64,79.47,74.99
Panama,19.05,33.87,49.72,68.03,70.24,72.23,73.09,73.66,74.34
Ghana,27.7,18.41,14.11,54.81,61.39,66.77,66.94,68.93,70.7
Georgia,,,51.31,55.62,54.38,58.94,58.6,64.57,69.25
"Congo, The Democratic Republic of the",13.52,13.91,21.06,30.23,22.28,39.76,50.76,47.3,48.12
Czechia,16.99,16.99,40.61,77.87,78.15,78.37,76.68,76.14,68.3
Côte d'Ivoire,12.91,14.31,27.81,50.86,54.26,60.16,56.35,54.24,58.26
Singapore,46.64,46.64,47.39,47.98,48.39,47.84,47.84,48.11,47.83
Japan,76.41,75.81,76.78,76.6,76.7,78.04,80.01,80.01,77.7
Poland,21.07,20.46,45.96,72.6,72.16,75.43,76.42,75.24,73.62
Mongolia,14.93,14.93,29.08,69.43,70.44,71.01,73.76,70.54,66.89
New Zealand,77.27,77.27,77.43,77.17,77.3,78.29,80.07,79.63,79.1
South Sudan,,,,,,,35.78,38.11,37.16
Russian Federation,12.66,12.66,24.64,48.4,47.82,41.71,41.43,42.6,41.83
Djibouti,19.74,18.52,19.05,36.61,38.79,39.21,36.95,36.04,35.66
Morocco,45.47,47.0,47.38,47.38,46.38,46.04,46.79,46.99,47.88
"Tanzania, United Republic of",22.97,22.97,24.37,42.58,53.83,53.83,53.59,53.72,51.67
Malawi,3.53,4.12,4.6,48.95,64.91,64.43,64.29,64.49,60.28
Gabon,20.02,20.02,26.82,49.3,50.09,50.33,51.44,52.81,51.0
Yemen,10.09,10.51,23.04,46.1,43.91,44.85,45.02,40.45,31.29
Turkmenistan,,,14.18,11.35,11.35,11.35,17.17,20.26,22.49
Guinea-Bissau,18.49,18.49,19.21,40.71,52.4,52.23,53.49,57.05,62.16
