Country,2002-2004,2006-2007,2013-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Mauritius,,,,,,,,,10000.0,10000.0,10000.0
Czechia,105000.0,,,,,,,,,,
Serbia,209999.99,14384999.99,284999.99,70000.0,70000.0,30000.0,30000.0,50000.0,50000.0,50000.0,60000.0
Dominica,,,,,,50000.0,,,,,
China,285000.01,140000.0,11215000.15,4019999.98,8829999.92,310000.0,1259999.99,1250000.0,44150001.53,1389999.99,1269999.98
Guatemala,,20000.0,,,,,,,,,
Antigua and Barbuda,,,,,,20000.0,,,,,
"Moldova, Republic of",,220000.0,20000.0,0.0,,0.0,,0.0,10000.0,0.0,130000.0
Angola,364959990.02,19604999.54,-16350000.38,-19399999.62,-22739999.77,-23280000.69,-23049999.24,-22170000.08,-23829999.92,17840000.15,-52729999.54
Jamaica,,,,,,,,,,0.0,
"Bolivia, Plurinational State of",10000.0,,,,,,,,,,0.0
Syrian Arab Republic,,,160000.0,690000.0,7820000.17,130000.0,230000.0,270000.01,460000.01,670000.02,330000.01
Saint Vincent and the Grenadines,,,,,,,,,,,
Kazakhstan,,10000.0,,10000.0,,10000.0,0.0,,0.0,,10000.0
Latvia,,,,,,,,,,,
Equatorial Guinea,50000.0,50000.0,90000.0,70000.0,90000.0,20000.0,40000.0,90000.0,110000.0,110000.0,130000.0
Bosnia and Herzegovina,4774999.98,9270000.22,-255000.0,-389999.99,-389999.99,-400000.01,-419999.99,-400000.01,-400000.01,-6239999.77,-370000.0
Mali,,,15000.0,,,70000.0,280000.0,239999.99,490000.01,270000.01,740000.01
Estonia,10000.0,,,,,,,,,,
Somalia,,10000.0,70000.0,110000.0,140000.0,130000.0,,70000.0,100000.0,110000.0,150000.01
Ethiopia,1080000.05,130000.0,45000.0,40000.0,40000.0,40000.0,40000.0,50000.0,40000.0,1250000.0,80000.0
Saint Lucia,,,,,,,,,,,
Nepal,,10000.0,,,,0.0,,0.0,0.0,,10000.0
North Macedonia,50000.0,,30000.0,20000.0,30000.0,20000.0,10000.0,10000.0,10000.0,20000.0,10000.0
