Country,1970-1976,1977-1983,1984-1990,1991-1997,1998-2003,2004-2009
Senegal,0.3,0.41,0.59,0.81,1.08,1.35
Sudan,0.41,0.63,1.0,1.51,2.15,2.77
Serbia,4.63,5.6,6.66,7.76,8.77,9.68
Liberia,0.36,0.51,0.79,1.13,1.53,2.0
Nicaragua,2.07,2.63,3.3,4.03,4.78,5.5
Ireland,6.71,7.8,8.83,9.79,10.58,11.25
Zambia,1.3,1.81,2.5,3.21,4.0,4.83
Lesotho,2.7,3.6,4.63,5.7,6.83,7.97
Samoa,4.86,6.11,7.56,9.07,10.4,11.57
Mali,0.14,0.21,0.33,0.46,0.6,0.77
Cabo Verde,0.57,0.83,1.21,1.8,2.45,3.13
South Africa,2.93,3.93,4.96,6.0,7.05,8.07
Russian Federation,6.24,7.64,9.1,10.5,11.65,12.58
Guinea,0.14,0.21,0.34,0.49,0.68,0.88
Cuba,5.64,6.53,7.47,8.4,9.22,9.93
Saudi Arabia,0.64,0.99,1.6,2.47,3.45,4.5
