Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2020,2021-2021,2022-2022
Serbia,40.0,40.0,40.0,60.0,60.0,70.0,100.0,100.0,100.0,100.0,100.0
Bhutan,20.0,20.0,20.0,40.0,55.0,60.0,75.0,80.0,70.0,80.0,80.0
Greece,40.0,40.0,40.0,60.0,60.0,70.0,100.0,100.0,100.0,100.0,100.0
Barbados,40.0,40.0,40.0,60.0,60.0,70.0,80.0,80.0,100.0,100.0,100.0
Denmark,40.0,40.0,40.0,60.0,60.0,65.0,90.0,90.0,90.0,90.0,90.0
Guinea-Bissau,20.0,20.0,20.0,20.0,20.0,30.0,53.3,60.0,46.6,56.6,70.0
"Korea, Democratic People's Republic of",20.0,20.0,20.0,20.0,20.0,30.0,20.0,20.0,30.0,30.0,30.0
Thailand,40.0,40.0,40.0,60.0,60.0,70.0,100.0,100.0,100.0,100.0,100.0
Haiti,20.0,20.0,20.0,30.0,50.0,60.0,85.0,80.0,60.0,50.0,50.0
Latvia,40.0,40.0,40.0,60.0,60.0,70.0,100.0,100.0,100.0,100.0,100.0
France,40.0,40.0,40.0,60.0,60.0,70.0,100.0,100.0,100.0,100.0,100.0
Northern Mariana Islands,20.0,20.0,20.0,20.0,20.0,30.0,60.0,60.0,60.0,60.0,60.0
Nigeria,20.0,20.0,25.0,35.0,40.0,50.0,68.3,68.3,80.0,80.0,80.0
Uzbekistan,40.0,40.0,25.0,30.0,10.0,20.0,70.0,70.0,60.0,80.0,80.0
Somalia,10.0,20.0,20.0,20.0,0.0,0.0,11.6,16.6,40.0,80.0,80.0
Sint Maarten (Dutch part),20.0,20.0,20.0,20.0,20.0,20.0,40.0,40.0,50.0,50.0,50.0
Saint Vincent and the Grenadines,20.0,20.0,20.0,10.0,20.0,10.0,40.0,40.0,60.0,60.0,60.0
Georgia,40.0,40.0,40.0,50.0,50.0,60.0,95.0,100.0,100.0,100.0,100.0
Cayman Islands,20.0,20.0,20.0,20.0,20.0,20.0,40.0,40.0,70.0,50.0,50.0
Kyrgyzstan,40.0,40.0,40.0,60.0,60.0,70.0,100.0,100.0,100.0,100.0,100.0
Eritrea,20.0,20.0,0.0,20.0,20.0,20.0,6.6,6.6,16.6,36.6,36.6
Germany,40.0,40.0,40.0,60.0,60.0,70.0,100.0,100.0,100.0,100.0,100.0
Malaysia,30.0,35.0,40.0,60.0,60.0,70.0,86.6,83.3,80.0,80.0,80.0
Finland,40.0,40.0,40.0,60.0,60.0,70.0,100.0,100.0,100.0,100.0,100.0
Türkiye,40.0,40.0,40.0,60.0,60.0,70.0,100.0,100.0,100.0,100.0,100.0
Chad,20.0,20.0,20.0,25.0,30.0,40.0,53.3,56.6,70.0,70.0,63.4
El Salvador,40.0,40.0,40.0,50.0,50.0,60.0,90.0,90.0,90.0,90.0,90.0
Senegal,20.0,20.0,20.0,30.0,40.0,55.0,85.0,80.0,80.0,80.0,80.0
Turkmenistan,20.0,20.0,20.0,20.0,10.0,10.0,36.6,46.6,46.6,46.6,60.0
Equatorial Guinea,20.0,10.0,10.0,10.0,20.0,20.0,10.0,0.0,10.0,30.0,30.0
