Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Maldives,9.83,7.87,8.28,9.73,9.55,9.1,10.47,12.66,10.93,8.19
Guinea-Bissau,8.0,7.12,9.1,8.28,8.0,9.1,9.54,9.42,8.93,9.15
Dominica,7.12,7.25,8.23,9.88,9.94,8.2,7.15,8.29,9.01,8.85
Burkina Faso,8.92,8.43,8.23,8.43,8.31,8.44,9.12,9.2,8.83,8.88
South Africa,8.35,9.15,8.93,9.48,10.43,8.04,9.12,10.7,9.79,7.75
Tuvalu,4.55,7.83,9.54,10.64,7.69,5.99,7.05,7.43,8.78,8.51
Malawi,9.18,8.79,7.96,8.78,9.11,8.86,9.86,9.76,9.1,9.37
Mozambique,7.79,7.69,8.52,8.72,8.55,9.1,8.74,8.76,8.92,9.19
Lao People's Democratic Republic,8.38,8.68,8.59,8.63,8.92,8.92,9.13,9.99,10.07,9.59
Niger,9.24,8.94,8.75,8.78,8.59,8.41,8.44,8.14,8.17,8.55
Serbia,8.25,8.3,8.0,6.82,6.58,6.74,6.5,6.15,5.58,4.93
Kuwait,9.02,8.81,8.68,9.41,7.86,9.27,10.12,10.32,6.4,5.65
Lesotho,8.15,8.23,8.59,9.15,9.1,9.44,10.31,10.95,10.36,9.51
Cyprus,7.99,8.64,9.39,9.08,8.28,7.85,8.56,8.66,7.42,5.76
Saint Martin (French part),7.16,8.29,9.29,12.24,10.02,7.09,6.75,6.46,5.42,3.79
Bangladesh,8.41,8.01,8.54,8.64,8.91,9.75,10.13,9.75,9.4,9.37
Hungary,6.92,7.38,7.9,5.9,6.27,7.39,6.89,6.07,5.81,5.27
Nicaragua,7.95,8.42,9.1,9.04,9.37,10.06,10.2,10.18,10.07,9.28
"Virgin Islands, British",7.84,8.58,9.78,10.77,10.07,7.73,7.77,7.29,6.46,6.71
Guinea,8.45,8.18,8.29,8.41,8.52,8.39,8.29,8.84,9.49,9.49
Qatar,9.29,9.19,9.56,9.37,8.56,7.77,8.48,9.03,7.5,4.84
Sao Tome and Principe,7.88,7.61,8.43,8.52,9.06,8.84,10.3,9.6,8.53,8.63
Montenegro,8.24,8.27,9.14,8.82,7.82,7.62,7.74,7.2,6.57,6.16
Monaco,5.32,5.94,5.53,5.47,5.33,4.38,4.0,3.97,3.9,4.19
Israel,6.9,9.12,8.83,7.9,7.82,8.44,8.11,7.66,7.07,7.07
Hong Kong,5.2,7.63,10.6,11.18,8.94,7.49,7.22,6.68,5.97,4.39
