Country,1961-1966,1967-1972,1973-1978,1979-1983,1984-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Guatemala,2.89,2.55,2.28,2.57,2.76,2.67,2.41,2.34,2.03,1.81,1.66,1.48
Croatia,0.67,0.53,0.48,0.33,0.41,-0.66,-0.3,-1.04,0.03,-0.25,-0.8,-1.18
South Sudan,1.52,1.4,2.38,2.39,1.34,0.83,2.55,4.09,4.65,4.6,-1.32,1.29
Czechia,0.38,0.08,0.62,0.16,0.06,-0.05,-0.07,-0.2,0.37,0.25,0.22,0.45
Bulgaria,0.81,0.63,0.46,0.28,0.09,-1.17,-0.52,-1.2,-0.74,-0.62,-0.67,-1.77
Malta,-0.59,-0.69,0.42,1.27,0.99,1.34,0.74,0.68,0.53,0.79,2.58,2.65
Tunisia,1.35,2.61,2.7,2.51,2.58,2.13,1.5,1.04,0.93,1.13,1.09,0.86
Lao People's Democratic Republic,2.29,2.38,2.06,2.18,2.79,2.79,2.26,1.62,1.51,1.46,1.47,1.44
Bahrain,3.57,3.34,5.14,4.03,3.55,3.43,3.18,2.92,7.11,2.56,3.29,-0.02
Faroe Islands,1.25,1.09,1.09,1.25,1.0,-0.81,-0.1,1.1,0.43,0.0,1.02,0.89
Monaco,1.04,1.17,1.08,1.05,1.26,0.8,0.75,0.07,-0.28,2.12,0.89,-0.4
Guyana,2.47,1.41,1.04,0.25,-0.52,-0.3,0.25,0.1,-0.17,-0.18,0.99,0.71
Tonga,2.81,1.87,1.25,0.16,0.2,0.31,0.37,0.6,0.48,0.03,-0.37,0.49
Burundi,2.51,1.9,2.02,3.14,2.18,1.05,1.66,2.56,3.76,4.08,2.49,2.83
Brazil,2.9,2.52,2.37,2.31,2.07,1.74,1.53,1.31,1.07,0.92,0.82,0.59
Hong Kong,2.55,2.13,2.06,2.71,1.03,0.95,2.07,0.56,0.66,0.63,0.75,0.22
China,1.63,2.65,1.73,1.36,1.47,1.35,1.05,0.73,0.56,0.57,0.57,0.11
Mexico,3.29,3.2,3.01,2.34,1.81,1.88,1.79,1.55,1.37,1.34,1.11,0.7
Mauritania,2.85,3.01,2.95,2.93,2.93,3.2,2.62,2.45,2.29,2.93,2.64,2.6
Cameroon,2.17,2.59,2.71,2.85,3.04,2.98,2.73,2.66,2.76,2.83,2.95,2.66
Kazakhstan,3.06,1.98,1.44,1.59,1.97,-0.06,-1.67,-0.22,1.13,1.54,1.41,1.7
United Kingdom,0.7,0.43,0.03,0.05,0.21,0.28,0.26,0.39,0.71,0.74,0.71,0.56
Turkmenistan,3.34,2.89,2.63,2.45,2.69,2.69,1.89,1.43,1.38,1.73,1.74,1.43
Rwanda,2.49,3.05,2.9,3.49,3.43,2.56,0.03,1.59,2.65,2.53,2.42,2.35
Kenya,3.91,3.81,3.37,3.61,3.59,3.21,2.75,2.95,2.98,2.67,2.18,1.96
Montenegro,1.52,-0.15,1.24,1.12,0.43,0.09,-0.08,0.15,0.15,0.14,0.03,-0.2
Kuwait,10.27,8.0,6.24,5.34,4.08,-5.05,1.91,2.88,4.65,6.38,3.38,-0.03
Andorra,7.2,7.51,5.92,4.32,4.11,3.5,1.94,2.51,0.57,-1.27,1.0,1.31
