Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2021
Bosnia and Herzegovina,,,,2228.36,2515.71,3040.97,3501.92,3473.53,3877.82,4592.77,4997.08
Romania,2301.09,2429.26,2669.97,2939.73,3546.48,4980.86,6313.2,6330.05,7171.82,8706.28,9488.06
Benin,610.33,570.51,598.39,689.7,776.18,788.37,815.02,857.74,938.0,990.61,1059.2
Cabo Verde,,,,,,2344.83,2403.37,2426.63,2477.22,2749.88,2491.28
Gambia,,,,,535.14,515.05,519.15,457.33,446.78,495.54,511.72
Kiribati,,,,,,,,,2894.98,,
Madagascar,407.06,360.06,352.17,387.9,368.27,379.43,369.17,355.67,366.92,396.75,365.84
Papua New Guinea,,,,,,,,,2020.19,,
Malaysia,2502.4,3366.72,3971.24,4004.52,4618.28,5353.92,5912.45,6535.3,6976.36,7703.38,7609.37
Seychelles,7708.13,8956.6,9797.53,8321.22,8701.05,10058.21,9758.27,11376.42,12327.66,14036.7,13480.61
China,,1134.09,1339.76,1650.62,2188.68,3046.81,4029.55,4927.5,6023.94,7083.92,7615.42
Kuwait,,,,,,,38842.84,42391.37,29928.34,28001.64,
Zambia,,,,,,,,,1050.13,,
Somalia,,,,,,,,,285.22,,
Yemen,,,,,,,,,1366.41,,
Côte d'Ivoire,,,,,,,934.95,966.84,1821.03,1930.75,2020.2
Norway,32434.23,35407.42,41306.77,46669.08,49734.01,59580.81,59209.55,61025.09,61092.16,60943.94,59148.96
Aruba,,,,,,,,,24093.58,,
Azerbaijan,,,,,,,,,4460.3,,
Guyana,,,,,,,,,5129.65,,
Bulgaria,,3654.83,3105.12,2866.62,3637.02,4338.22,5100.33,5485.65,5882.88,6737.05,7325.65
