Country,1964-1971,1973-1976,1977-1980,1981-1984,1985-1988,1989-1992,1993-1996,1997-2000,2001-2004,2007-2010,2011-2014
Oman,,,,,,,,,,,0.29
Finland,3.22,4.53,4.6,4.63,4.17,3.95,3.99,3.71,4.02,3.05,2.15
Guadeloupe,,10.39,,7.39,,,,,,,5.71
Hong Kong,1.93,3.37,2.02,1.99,1.06,1.53,0.76,1.07,0.59,0.32,0.34
Belize,,8.42,,,,7.48,,,,,
Greece,0.9,0.79,0.89,1.04,0.95,1.22,1.97,1.67,1.16,1.3,1.44
Poland,1.09,1.21,1.49,2.37,2.63,4.22,4.36,3.24,2.4,1.89,1.64
Barbados,3.96,9.54,6.65,5.58,11.24,11.17,9.93,,,,
Italy,1.14,1.48,1.92,2.2,1.79,2.6,1.56,1.23,1.09,0.84,0.78
Serbia,,,,,,,,3.55,2.33,2.54,2.0
Ukraine,,,,8.25,5.91,11.21,19.24,17.74,16.6,,
South Africa,,,,,,,,,,9.14,6.9
Russian Federation,,,16.97,16.35,10.78,20.23,42.66,31.39,,,
Costa Rica,6.0,8.85,6.04,7.51,6.16,5.93,6.03,,,,
Iceland,3.52,8.28,3.13,3.5,2.64,3.87,2.82,2.06,2.91,1.58,1.58
Romania,,,,,,7.06,6.37,4.79,4.51,2.98,2.59
Saint Kitts and Nevis,,,,,,29.11,,,,,
Antigua and Barbuda,,19.82,,,,,,,,,
Tunisia,,,,,,,,,,0.05,
Sri Lanka,5.61,,8.26,7.84,11.22,,,,,,
Cuba,3.82,3.54,3.21,,,4.68,5.35,,,,
Switzerland,0.56,0.97,1.0,1.13,1.1,1.56,1.33,1.11,0.82,0.7,0.63
Dominican Republic,8.72,8.27,8.31,7.17,7.39,,,,,,
Austria,0.99,1.44,1.16,1.97,1.32,1.51,1.27,1.03,1.35,0.74,0.57
Fiji,,,,,,,,,,1.45,
Qatar,,,,,,,,,2.8,0.71,0.82
scg,,,,,,,,3.41,2.47,,
Ecuador,12.32,10.83,10.13,15.19,16.04,18.51,,,,,
French Guiana,15.14,,,,,,,,,,
Malta,2.37,2.23,,1.96,2.2,1.46,1.43,3.04,1.86,1.75,2.51
