Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2016,2017-2019,2020-2022
New Zealand,,,13.7,15.39,13.65,16.53,14.06,12.61,10.32
Romania,8.41,11.76,,,,,,,9.21
China,,,,14.35,20.2,8.7,10.21,8.49,7.25
Chile,17.83,16.13,16.89,14.82,16.56,10.28,10.09,10.79,13.07
"Korea, Republic of",10.93,12.78,17.54,17.07,16.83,20.34,21.26,19.0,17.82
Maldives,48.47,53.64,56.15,58.06,57.36,51.34,26.89,23.9,25.81
Central African Republic,,,,33.7,41.22,39.78,58.5,50.75,51.2
Lithuania,9.36,4.27,,9.82,10.66,16.25,14.21,10.37,9.5
Zimbabwe,,,,,5.79,11.91,6.56,6.64,
Tonga,,,,,,45.38,49.9,50.25,51.74
Czechia,7.02,7.53,7.13,9.48,8.96,9.94,9.65,7.79,8.76
Sudan,,,17.09,,56.68,44.66,24.22,,
Malawi,,,,,39.18,31.68,20.63,15.3,19.06
Greece,12.99,,,,,,,,
Benin,,,,,,,,,
Luxembourg,11.95,8.4,,,,,,,
