Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Syrian Arab Republic,34.03,33.53,33.21,32.83,30.03,27.43,26.02,26.03,25.37,21.44,22.11,20.36
Angola,41.31,48.61,45.33,37.59,34.03,33.58,33.76,34.68,36.08,38.45,38.88,37.15
Latvia,52.14,50.88,50.02,49.84,49.61,48.88,47.94,47.26,46.56,47.04,48.21,48.48
Portugal,49.13,52.7,56.85,57.94,54.94,52.66,50.16,47.18,45.05,43.86,43.77,42.85
South Africa,14.57,13.69,12.22,11.36,11.27,10.33,10.48,11.67,12.58,13.33,14.02,14.71
Kyrgyzstan,33.26,37.67,38.65,38.46,38.0,38.97,42.94,44.26,43.7,44.02,43.74,42.12
Uruguay,61.94,59.62,58.61,57.63,56.9,55.61,54.35,52.61,52.17,52.49,52.91,53.73
Egypt,37.28,38.93,38.46,38.26,38.06,40.49,44.0,44.6,44.68,45.0,45.12,45.53
"Moldova, Republic of",44.9,44.48,45.85,47.31,47.64,46.89,46.17,46.83,46.93,45.04,43.85,44.56
Madagascar,44.13,39.47,36.35,34.94,34.3,33.71,32.32,30.61,29.02,29.26,30.17,31.15
Bahrain,49.63,47.93,41.8,35.71,30.81,26.94,24.16,23.3,25.07,29.52,38.37,49.75
Macao,95.55,99.42,98.21,97.05,98.68,97.82,97.44,99.31,98.24,96.58,97.49,96.6
Malaysia,15.45,13.58,14.91,17.83,21.24,24.63,27.05,28.99,28.49,28.77,30.04,31.46
New Zealand,24.87,27.11,28.6,29.7,30.13,30.58,32.21,33.7,35.05,36.0,36.75,36.77
Niger,30.18,31.28,32.38,33.1,33.27,34.41,35.95,36.96,36.25,35.07,33.51,31.61
Myanmar,36.32,32.22,29.71,29.66,29.14,28.78,28.83,29.14,29.87,30.88,31.71,32.04
Uganda,43.27,48.54,48.23,46.31,42.32,38.2,36.03,34.41,33.03,31.97,30.85,29.7
South Sudan,8.06,13.36,19.19,21.37,18.81,16.01,15.36,15.8,15.25,14.53,16.2,19.07
Iraq,36.05,37.97,36.84,35.0,33.09,33.26,31.73,30.62,26.7,25.62,23.99,23.68
Guatemala,47.24,47.25,46.49,42.95,40.04,37.7,36.93,37.71,37.91,36.7,34.85,33.43
Sierra Leone,28.82,30.32,33.26,36.5,38.59,38.22,41.19,40.58,37.3,35.91,34.74,33.88
Honduras,27.25,27.66,28.05,28.18,28.56,27.64,25.98,24.64,23.95,23.83,24.16,24.5
Colombia,17.91,19.59,21.43,21.09,20.82,20.99,21.36,21.99,23.0,24.42,26.09,26.59
Rwanda,45.59,47.51,49.44,51.74,53.12,52.98,46.7,41.74,44.11,46.14,48.38,49.42
Uzbekistan,33.23,32.01,29.9,27.84,26.3,23.99,20.67,18.41,16.74,15.32,14.92,14.44
Afghanistan,39.2,38.12,40.26,53.56,63.64,65.93,54.53,55.51,51.76,48.03,44.01,41.21
Ethiopia,34.46,30.13,30.32,31.95,31.58,29.01,26.35,23.56,21.28,20.05,19.32,18.78
