Country,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2015,2016-2021
Nepal,36.92,37.88,47.62,51.2,55.69,63.16,63.65
Guinea,26.1,31.07,35.72,34.73,34.98,38.69,37.7
Romania,29.85,29.84,57.29,61.85,64.71,67.48,64.51
Sierra Leone,31.44,31.0,25.12,25.73,45.26,50.54,58.45
Ukraine,,,54.29,52.25,54.52,52.75,51.74
Comoros,44.3,42.87,49.91,51.77,53.04,53.29,51.39
Finland,90.83,90.81,90.89,90.86,90.87,90.73,90.92
Russian Federation,27.89,29.21,44.45,53.6,48.57,47.04,44.32
Montenegro,,,,,65.65,65.78,63.33
Côte d'Ivoire,45.27,45.22,52.2,53.55,53.09,55.03,54.44
Malta,78.77,78.71,78.72,78.76,78.73,78.13,72.69
Dominican Republic,49.63,58.0,58.01,60.79,57.35,57.42,53.91
Singapore,66.58,69.57,70.39,70.93,70.96,70.91,73.83
Bulgaria,37.87,37.88,62.88,66.94,67.77,63.71,61.51
Libya,33.95,33.79,33.8,33.79,33.77,32.35,27.62
Sudan,38.88,40.08,27.8,28.22,32.35,32.32,37.26
Germany,89.97,94.1,95.67,95.99,95.95,96.13,96.2
Guyana,61.5,61.41,61.12,57.9,57.59,58.83,62.18
Cuba,30.36,30.38,30.39,30.33,30.37,31.65,33.49
Somalia,32.61,32.41,21.29,20.2,16.38,26.44,31.1
Burkina Faso,46.0,46.87,52.83,58.69,60.55,62.55,53.07
Ghana,43.61,30.67,45.87,65.66,75.38,72.39,68.48
Honduras,36.59,40.01,42.6,43.53,42.69,39.92,40.91
Maldives,39.07,38.95,38.97,38.98,41.29,41.74,47.21
Brazil,34.83,44.13,62.68,63.85,64.11,62.97,61.0
