Country,1960-1970,1971-1981,1982-1992,1993-2003,2004-2013,2014-2023
Botswana,2.52,2.84,2.65,2.5,3.25,3.8
United Arab Emirates,2.47,2.34,1.64,1.86,1.64,3.19
Kiribati,3.5,3.36,3.14,3.17,3.7,4.33
Syrian Arab Republic,2.67,2.6,2.6,2.54,3.09,4.19
Libya,2.82,2.74,2.65,2.82,3.08,5.12
Romania,5.5,5.97,6.32,5.67,6.91,6.66
Grenada,3.45,3.49,3.16,3.26,5.01,5.31
Uganda,2.95,3.02,2.48,1.98,2.19,2.32
Tunisia,3.24,3.17,3.35,3.63,5.0,5.96
Niger,2.7,2.68,2.76,2.85,2.63,2.5
San Marino,5.63,5.93,5.87,6.19,6.9,9.06
Tuvalu,4.29,4.11,3.93,4.18,6.07,5.03
New Zealand,5.15,4.93,4.51,5.6,6.58,6.7
Puerto Rico,3.54,4.05,4.51,5.83,6.55,6.91
Yemen,3.26,3.05,2.72,2.43,2.22,2.53
Thailand,2.91,3.07,3.83,4.77,7.07,7.87
Belgium,5.81,6.1,5.8,5.92,6.83,6.82
Equatorial Guinea,3.89,3.61,3.14,3.11,3.34,3.36
"Congo, The Democratic Republic of the",3.2,3.17,3.17,3.04,2.79,2.74
Iraq,4.09,3.12,2.82,2.76,2.82,3.61
Cabo Verde,3.64,3.12,3.14,2.14,3.54,4.46
