Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016
"Congo, The Democratic Republic of the",13.79,13.48,13.42,12.72,12.47,12.11,12.06,12.09,12.13
Burkina Faso,25.95,25.81,25.66,25.06,24.26,24.18,23.85,24.32,24.74
Viet Nam,20.56,20.76,21.1,21.35,21.38,21.26,20.78,20.26,19.91
Tajikistan,7.77,8.7,7.76,6.72,5.74,5.12,5.04,4.87,4.81
Liberia,17.14,16.69,16.49,15.73,15.45,15.2,15.35,15.41,15.33
Comoros,22.41,22.39,22.3,21.28,20.22,19.49,19.27,19.21,18.96
Iceland,6.53,6.19,6.07,5.97,5.81,5.83,5.91,6.09,6.44
Seychelles,7.89,8.05,8.05,7.8,7.57,7.17,6.77,6.59,6.66
Tonga,6.34,6.47,6.42,6.55,6.48,6.4,6.38,6.47,6.51
Romania,9.76,9.79,9.17,7.82,7.42,6.79,6.76,6.2,6.11
Portugal,7.18,6.31,5.71,5.42,5.32,4.74,4.48,4.31,4.25
Myanmar,19.14,19.36,19.71,20.06,20.19,20.16,19.96,19.65,19.37
Sri Lanka,10.7,10.35,11.83,13.42,13.36,12.86,11.59,10.99,10.71
Honduras,5.06,4.99,4.94,4.9,4.9,4.84,4.78,4.72,4.65
Ethiopia,29.06,28.16,27.27,25.88,23.52,22.55,22.41,22.8,22.96
"Taiwan, Province of China",9.28,8.98,8.56,7.93,7.28,6.8,6.3,6.19,6.22
United Arab Emirates,5.43,5.44,5.37,5.19,4.91,4.65,4.64,4.66,4.61
Madagascar,18.96,18.76,18.4,17.92,17.57,16.95,16.78,16.8,16.75
Lithuania,12.57,14.9,12.27,11.81,12.19,13.46,11.72,10.64,9.96
Australia,5.49,5.17,5.25,5.39,5.68,5.97,6.27,6.48,6.41
American Samoa,5.4,5.24,5.12,4.74,4.9,5.06,5.16,5.44,5.33
Guatemala,9.87,10.28,9.71,8.85,8.25,8.14,8.29,8.23,7.94
Eritrea,24.37,23.94,24.4,24.44,24.25,23.84,23.43,23.14,23.09
Sudan,7.09,7.15,7.08,6.9,6.65,6.63,6.51,6.4,6.26
