Country,1981-1984,1985-1988,1989-1992,1993-1996,1997-2000,2001-2004,2005-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Australia,59109750000.0,66038250000.0,73744000000.0,82105500000.0,98519750000.0,109363250000.0,123037000000.0,126085666666.67,131305666666.67,138606666666.67,142461000000.0,149457333333.33
Sint Maarten (Dutch part),,,,,,,,,184096600.0,178166366.67,155612500.0,151752300.0
"Venezuela, Bolivarian Republic of",1157171575.0,907322375.0,571133725.0,689721875.0,3763704500.0,3443652750.0,5864553250.0,6295604000.0,6803768000.0,,,
Germany,211723063500.0,225598132750.0,257101777000.0,279872750000.0,284556750000.0,276261000000.0,272436000000.0,277464666666.67,288638000000.0,310030000000.0,324386666666.67,333035000000.0
Tunisia,,,,,3830909900.0,4067821350.0,4669805700.0,5046984066.67,5581854600.0,6561734633.33,6906393900.0,6905781066.67
nld_curacao,,,,,,,,555812500.0,,,,
Liberia,,,,,0.0,0.0,0.0,0.0,0.0,,,
Trinidad and Tobago,6407412498.8,5034239174.08,4421994513.4,4580037425.0,5288718775.0,4002174750.0,1788765550.0,6470228333.33,6594260333.33,6761139000.0,6010886800.0,5512733700.0
Viet Nam,,,,,,,,303803083071400.0,321809045576933.3,386853647150133.25,456739060421600.0,504083442749133.25
Rwanda,,,,,260390500000.0,318736750000.0,400905750000.0,514572000000.0,540041666666.67,654780666666.67,779523666666.67,1003783666666.67
Tonga,67732075.34,87063520.63,87495462.06,98871925.0,101006625.0,120048550.0,133387350.0,104368433.33,117180866.67,149224000.0,169806666.67,181829000.0
Spain,46519924500.0,51175778500.0,58064134500.0,60369358500.0,74637250000.0,89827000000.0,104165250000.0,93497333333.33,87931000000.0,103180000000.0,104735666666.67,108676666666.67
Bahrain,,,,,,,104746666.67,101356666.67,104200000.0,100293333.33,303686633.33,542918366.67
Gabon,,,,,,297666250000.0,345861533425.0,464176066766.67,528874322066.67,544533413100.0,522923738466.67,451284921233.33
Tajikistan,,383243975.0,353182450.0,165281450.0,136939350.0,177884250.0,252721150.0,407517466.67,472192800.0,573787666.67,505940566.67,514021650.0
Slovakia,,,,3978701000.0,4656996000.0,5112390750.0,6719050000.0,6762125666.67,7144276000.0,8258035666.67,9404302000.0,9998759666.67
Kazakhstan,,,,,265892473350.0,364254625350.0,543483859900.0,615481160800.0,709952526766.67,724742546866.67,794418174500.0,878042909000.0
Sierra Leone,486241437.85,780724911.2,379884443.0,447084700.0,115511550.0,224030525.0,293330325.0,348859900.0,404377766.67,443488333.33,501130666.67,545905000.0
Congo,,,,,,,87859635350.0,224760618200.0,197170920900.0,278534925033.33,203727778833.33,175375666666.67
Bangladesh,175706178089.67,199220146965.1,289976164160.34,448559559875.0,560072614550.0,576334919800.0,653093117775.0,708006836200.0,753448257200.0,890226634600.0,1036212333333.33,1097167666666.67
Cayman Islands,,,,,,,248437170.0,189271156.12,192798861.26,218889208.87,244379429.01,269230346.33
Libya,,,,,,,-11686300000.0,-10643266666.67,-15246633333.33,-9129733333.33,-14139617766.67,-25825780033.33
Brazil,198221071596.56,221778406454.68,196474088483.39,288589287673.65,372445923650.86,394758459883.98,476783912879.36,574360712483.93,653898356991.53,605530373466.06,615469640938.13,656903762266.47
Sri Lanka,,,,,,,,795479466100.0,810752778666.67,1010256159433.33,956326000000.0,764628666666.67
Bulgaria,5995855661.58,7570263024.95,6905252480.68,5635560300.0,6410422750.0,7643983250.0,10871525250.0,10011317666.67,11170369000.0,12664722666.67,12915334666.67,13424187333.33
