Country,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019
Grenada,1.0,1.05,0.25,0.1,0.2,0.45,0.05,0.4,0.15,0.0,0.1
Yemen,2.85,2.7,2.4,2.25,2.15,1.9,1.9,2.1,1.65,1.5,1.8
North Macedonia,0.65,0.7,0.65,0.5,0.75,0.7,0.45,0.55,0.5,0.5,0.5
Botswana,3.35,3.0,2.95,2.65,2.25,1.95,1.9,1.95,2.0,2.0,1.8
Guyana,0.2,0.15,0.25,0.15,0.2,0.15,0.1,0.1,0.1,0.1,0.1
Sierra Leone,3.15,3.3,3.3,3.1,3.0,2.95,3.05,3.1,2.8,2.9,2.8
Croatia,0.6,0.65,0.9,0.6,0.55,0.45,0.6,0.4,0.35,0.4,0.4
Central African Republic,4.05,3.75,3.45,3.45,3.5,3.45,3.15,3.15,3.15,3.0,2.8
Russian Federation,8.95,9.25,8.9,7.45,6.55,5.85,5.05,4.65,4.2,4.0,3.8
Saint Vincent and the Grenadines,0.1,0.05,0.0,0.0,0.15,0.35,0.3,0.2,0.0,0.0,0.0
Kenya,3.5,2.95,2.7,2.75,2.8,2.8,2.65,2.45,2.4,2.4,2.4
Vanuatu,0.9,0.9,0.8,0.85,0.8,0.8,0.8,0.8,0.75,0.7,0.7
India,0.6,0.55,0.5,0.5,0.45,0.4,0.3,0.3,0.3,0.3,0.3
Georgia,0.75,0.75,0.65,0.7,0.85,0.7,0.7,0.7,0.65,0.6,0.6
"Micronesia, Federated States of",1.2,1.05,1.1,1.05,1.0,1.0,0.9,0.9,0.9,0.9,0.9
Gabon,2.1,1.95,1.8,1.95,1.95,1.75,1.45,1.6,1.35,1.4,1.3
Burkina Faso,3.4,3.35,3.2,3.15,2.95,2.9,3.0,3.4,3.35,3.0,3.1
France,0.35,0.35,0.4,0.4,0.4,0.4,0.35,0.35,0.4,0.4,0.3
Namibia,2.65,2.45,2.25,2.4,2.05,1.8,1.75,2.0,1.95,1.8,1.9
Mauritius,0.4,0.1,0.25,0.3,0.6,0.45,0.3,0.75,1.35,0.9,0.8
Fiji,0.4,0.4,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3
Iraq,0.5,0.45,0.4,0.45,0.3,0.3,0.3,0.3,0.3,0.3,0.2
Portugal,0.35,0.3,0.25,0.2,0.15,0.15,0.15,0.25,0.25,0.3,0.3
