Country,2004-2006,2007-2009,2010-2012,2013-2015,2016-2018,2019-2021
"Micronesia, Federated States of",21.3,,,22.5,,
France,22.53,21.97,21.8,21.83,21.83,22.45
kos,22.6,22.3,22.57,22.57,22.15,
Gambia,,,20.5,21.8,,
Russian Federation,21.87,21.13,21.3,21.17,21.67,21.4
Sierra Leone,,,21.9,,21.0,
Guyana,,,,,,
Mali,21.6,22.5,,,22.1,21.6
Slovenia,22.67,22.63,22.63,22.57,22.47,22.4
Grenada,,,,,20.9,
Poland,22.87,22.57,22.73,22.87,22.53,22.55
Kenya,20.4,,,21.5,,20.5
Timor-Leste,,22.3,,21.8,,
Senegal,22.1,,21.7,,21.2,21.6
United Kingdom,22.07,22.3,22.43,22.77,22.77,22.9
Mauritius,21.4,,20.6,,21.1,
Iraq,22.1,,22.5,,,
Rwanda,17.6,,18.5,19.0,19.8,
Nauru,,,22.4,,,
Pakistan,20.95,21.1,21.2,21.15,21.2,
Guinea-Bissau,,,18.3,,21.8,22.4
Croatia,,23.3,23.6,23.53,23.3,23.25
Nicaragua,19.3,21.0,,20.0,,
