Country,1996-2000,2002-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Saint Kitts and Nevis,,0.11,1.3,1.1,1.15,1.1,0.8,0.71,0.52,0.5,0.56
Cabo Verde,-0.33,-0.33,-0.33,-0.26,-0.1,0.01,-0.18,-0.18,-0.06,0.07,0.27
Yemen,-0.58,-0.85,-0.8,-0.7,-0.63,-0.77,-0.82,-1.33,-1.56,-1.78,-1.98
Italy,0.79,1.01,0.99,0.96,0.93,0.73,0.71,0.71,0.7,0.72,0.52
Myanmar,-1.82,-2.15,-2.16,-2.24,-2.24,-1.97,-1.45,-1.06,-0.8,-0.69,-1.18
Papua New Guinea,-0.38,-0.68,-0.88,-0.65,-0.57,-0.53,-0.44,-0.57,-0.6,-0.61,-0.76
Finland,1.7,1.81,1.63,1.58,1.84,1.82,1.86,1.82,1.8,1.85,1.83
Saudi Arabia,-0.24,0.02,0.03,0.07,0.16,0.06,0.04,0.03,-0.05,0.08,0.37
Côte d'Ivoire,-0.41,-0.73,-0.94,-0.91,-0.95,-0.83,-0.69,-0.49,-0.33,-0.34,-0.21
Burundi,-1.45,-1.2,-1.26,-1.23,-1.15,-0.99,-0.82,-0.8,-0.94,-1.03,-0.97
Poland,0.68,0.7,0.76,0.81,1.0,0.98,1.06,0.93,0.84,0.93,0.77
Ecuador,-0.28,-0.72,-0.94,-1.13,-1.19,-0.95,-0.88,-1.05,-0.96,-0.83,-0.59
Guyana,-0.12,-0.36,-0.55,-0.6,-0.61,-0.65,-0.57,-0.48,-0.47,-0.57,-0.52
Mongolia,-0.17,-0.39,-0.41,-0.32,-0.28,-0.23,-0.31,-0.23,-0.06,-0.06,-0.26
Chile,1.44,1.34,1.37,1.49,1.42,1.49,1.48,1.34,1.31,1.05,0.96
Slovakia,0.58,0.97,1.11,1.03,1.02,1.02,0.91,0.82,0.81,0.89,0.86
"Iran, Islamic Republic of",-1.56,-1.27,-1.3,-1.6,-1.71,-1.47,-1.47,-1.29,-1.31,-1.46,-1.61
