Country,1980-1987,1988-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019,2020-2022
Hong Kong,10000.0,100000.0,390000.02,-140000.0,,,,,,
Liberia,10000.0,895000.01,462500.0,597500.0,845000.01,1965000.0,1964999.96,1120000.0,360000.0,153333.33
Malaysia,257500.0,2572499.92,5980000.19,-2722500.06,-2127500.0,-130000.01,262500.0,220000.0,10000.0,10000.0
Rwanda,366666.65,797500.01,1457499.98,739999.99,682500.0,1055000.01,627500.02,140000.0,247500.01,333333.34
Barbados,445000.0,90000.0,-115000.0,-106666.67,,,,,,
Estonia,,10250000.0,9155000.09,6937500.12,3592499.97,2670000.08,,,,
"Tanzania, United Republic of",25472499.85,53535000.8,20632499.93,10394999.98,12777499.91,24830000.4,50225000.38,40880001.07,16672500.13,17979999.86
Sao Tome and Principe,,,,,,80000.0,,,0.0,
Suriname,10000.0,,,,,10000.0,65000.0,26666.67,0.0,
Dominica,10000.0,,,,,,10000.0,10000.0,,
New Caledonia,10000.0,,,,,,,,,
Bulgaria,,30000.0,75000.0,20000.0,15000.0,,,,,
Lebanon,267499.99,330000.0,127500.0,152500.0,95000.0,1342500.0,959999.99,3889999.9,2650000.07,3620000.04
Azerbaijan,,,,333333.33,137500.0,222500.0,370000.0,252500.0,77500.0,15000.0
Togo,10000.0,10000.0,,75000.0,,263333.33,272500.0,292500.0,216666.66,
Bahamas,,,,,,,,,,
Palau,,,,,,,,30000.0,,
"Korea, Democratic People's Republic of",,,,463333.33,1053333.34,1772500.04,1060000.02,740000.01,462500.01,589999.97
