Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019
Eritrea,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
Equatorial Guinea,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Djibouti,54.0,49.5,45.0,45.0,45.0,45.0,45.0,45.0,45.0,24.0,24.0
Panama,44.0,44.0,38.0,32.0,29.0,22.5,22.5,22.5,22.5,22.5,22.5
Slovenia,391.0,391.0,391.0,112.0,88.0,65.5,50.5,50.5,50.5,50.5,50.5
Spain,23.0,13.5,13.5,13.5,13.5,13.0,13.0,13.0,13.0,13.0,13.0
Mauritania,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
Guyana,37.0,32.5,37.0,55.5,76.0,76.0,76.0,76.0,46.0,46.0,46.0
Dominica,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,125.0,125.0
Iceland,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Benin,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Ireland,36.5,36.5,36.5,36.75,36.5,31.5,31.5,31.5,31.5,31.5,31.5
Rwanda,370.0,370.0,197.5,61.0,38.5,32.0,32.0,12.0,7.0,7.0,7.0
Mauritius,210.0,210.0,117.5,23.0,14.0,14.0,14.0,14.0,17.0,17.0,17.0
Austria,31.5,31.5,31.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5
Angola,335.0,335.0,262.5,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0
South Africa,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Guinea,59.0,59.0,59.0,59.0,59.0,44.0,44.0,44.0,44.0,44.0,44.0
