Country,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019,2020-2021
Albania,17.08,11.66,7.83,5.95,4.39,1.52,1.04,1.12,1.24,1.31
Armenia,,2.82,3.42,3.49,3.76,4.34,5.37,4.68,4.99,5.15
Honduras,7.68,7.45,5.97,5.9,5.61,5.97,4.12,,3.76,3.4
"Congo, The Democratic Republic of the",,,12.84,12.76,12.39,,11.56,,11.93,11.53
India,33.34,32.63,27.34,13.81,8.64,9.37,8.51,7.82,8.4,8.49
Netherlands,2.64,2.88,1.73,1.72,1.73,1.49,2.05,1.81,1.8,1.64
South Africa,13.57,9.79,8.9,8.67,7.72,7.1,6.6,6.87,7.31,7.5
Australia,7.4,6.39,5.65,4.37,3.92,3.01,2.87,2.42,2.26,2.07
Pakistan,46.51,23.2,16.99,14.87,14.62,14.49,13.46,12.71,12.8,12.0
Morocco,20.11,28.49,28.02,15.52,11.77,8.5,3.79,3.81,3.94,4.71
Gabon,19.23,19.1,18.96,18.76,18.2,18.24,17.81,18.66,18.43,
China,18.48,15.94,10.88,9.05,8.29,8.16,7.8,8.09,6.36,5.13
Barbados,22.05,16.96,13.35,13.6,12.28,10.99,,,,8.39
Lao People's Democratic Republic,,8.74,7.85,5.68,8.43,,3.26,1.92,2.24,2.61
Saint Kitts and Nevis,21.77,15.29,14.16,12.34,12.56,11.1,11.43,11.4,11.88,9.82
El Salvador,7.06,6.82,6.07,5.34,3.99,4.35,3.84,3.56,3.26,3.19
"Iran, Islamic Republic of",,38.62,19.19,21.69,20.96,21.41,,,16.51,15.6
United Arab Emirates,,,,4.27,4.2,4.44,4.04,4.1,4.06,4.04
North Macedonia,,9.91,9.9,5.68,3.96,4.49,2.82,4.66,2.86,2.87
"Palestine, State of",,,,,,1.5,1.74,1.78,,
Cayman Islands,,,,,,,,21.4,,22.26
