Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Luxembourg,258.38,278.81,287.28,317.39,329.29,354.09,376.62,390.66,388.18,384.58,363.78,374.74
Philippines,6646.27,7703.19,8790.49,9075.37,9718.5,10298.27,11493.31,12726.47,14706.36,16114.18,17326.35,18701.49
Peru,1456.46,1782.66,1992.02,2286.78,2573.12,2628.36,2969.16,3415.95,3630.06,3872.74,4252.06,4648.8
Equatorial Guinea,20.54,22.78,26.53,31.58,39.58,52.41,62.96,75.04,84.97,92.78,107.21,121.98
Russian Federation,38432.13,47908.69,44236.59,49490.56,54799.01,57787.84,59968.42,61864.43,61984.02,67116.74,67069.04,67209.16
Ukraine,19066.74,20986.84,20378.41,19902.67,18915.36,17238.49,17065.71,15916.44,16162.16,16540.03,17307.92,17645.62
Brazil,17557.84,21405.24,25314.24,29290.21,33320.55,36876.35,40025.18,42748.6,45202.08,47141.1,49747.24,51249.85
Dominica,20.03,20.54,21.6,22.77,23.87,24.42,24.82,25.98,27.04,27.04,27.12,27.66
Netherlands,11222.33,12406.53,13160.7,13623.88,13759.46,14300.64,15217.5,15670.75,15577.84,15471.13,16289.49,16594.87
Argentina,9226.5,10306.89,11692.09,12712.04,13466.14,14051.02,14487.7,14894.65,15293.14,15449.56,16908.36,17573.49
Puerto Rico,1058.86,1199.21,1312.3,1438.88,1637.04,1736.52,1926.73,2009.15,2012.43,2023.86,2141.22,2183.45
Rwanda,456.31,373.03,468.18,469.75,482.03,524.36,579.25,642.81,722.3,806.78,904.71,1027.71
Australia,8402.73,9774.69,11013.96,11798.86,12622.0,12898.75,13627.06,13865.52,13936.53,14652.03,14773.24,15434.32
Northern Mariana Islands,7.45,8.67,10.82,14.57,15.5,15.76,15.98,16.21,16.76,17.58,17.66,17.62
Paraguay,303.23,376.78,455.71,541.62,650.17,747.75,820.72,886.98,954.7,1036.9,1193.58,1313.85
Palau,3.27,3.96,4.57,5.07,5.56,6.25,6.5,6.64,6.86,7.22,7.68,8.19
