Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2001,2002-2007,2008-2013,2014-2018,2019-2023
Botswana,3.27,6.52,11.56,17.53,31.14,46.34,51.95,55.89,62.83,67.92,71.54
Romania,35.94,39.58,42.6,46.43,50.72,53.86,53.23,53.11,53.83,53.92,54.35
Ecuador,35.3,38.48,42.09,47.41,52.38,56.46,59.54,61.61,62.74,63.54,64.38
Norway,53.56,62.97,67.94,70.5,71.5,72.86,75.26,77.51,79.34,81.48,83.31
Mexico,52.84,57.8,62.38,66.52,69.7,72.4,74.33,76.15,77.96,79.58,81.01
Mozambique,7.35,8.66,10.68,13.86,20.26,26.24,28.76,29.91,32.09,34.93,37.63
"Bolivia, Plurinational State of",37.51,39.32,41.25,45.96,52.04,57.59,61.0,63.94,66.64,68.74,70.48
Papua New Guinea,4.55,8.29,11.83,13.12,14.29,14.54,13.49,13.12,13.01,13.06,13.47
Panama,42.82,46.63,48.9,50.64,52.65,56.03,60.93,63.53,65.3,67.03,68.78
Ghana,24.65,28.06,29.94,31.28,33.95,38.28,42.78,46.97,51.05,54.74,57.98
Vanuatu,10.86,12.02,13.29,14.95,17.37,19.43,21.22,22.96,24.45,25.06,25.68
Faroe Islands,23.42,27.34,30.09,31.14,30.64,32.27,35.87,39.38,40.98,41.78,42.59
Tonga,18.52,20.12,20.34,21.27,22.45,22.78,22.97,23.14,23.38,23.22,23.12
Turks and Caicos Islands,48.54,50.6,52.87,57.07,68.2,77.2,83.21,87.44,90.42,92.5,93.82
gbm,55.71,56.05,52.99,51.78,51.76,51.76,51.81,51.9,52.01,52.36,53.09
Kazakhstan,45.59,49.28,52.31,54.38,56.16,56.06,56.03,56.43,56.86,57.27,57.84
Kyrgyzstan,35.01,36.98,38.11,38.58,38.28,37.06,35.54,35.29,35.36,35.97,37.17
Serbia,31.6,38.04,42.83,46.33,48.96,51.07,52.43,53.77,55.06,55.82,56.67
Cameroon,15.38,19.34,26.41,32.36,37.37,41.11,44.65,48.24,51.86,55.18,58.14
Kenya,7.94,9.76,12.66,15.51,16.23,17.5,19.4,21.5,23.78,26.12,28.5
Northern Mariana Islands,55.0,66.09,79.54,86.6,88.82,89.64,89.96,90.52,90.99,91.44,91.89
Singapore,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tajikistan,34.16,36.36,35.67,34.19,32.89,30.26,27.2,26.51,26.53,26.87,27.75
Sao Tome and Principe,18.73,26.97,31.46,33.98,39.72,46.2,51.99,58.55,65.48,71.05,75.04
Luxembourg,70.72,73.67,76.99,80.01,80.75,81.81,83.5,86.37,88.71,90.45,91.66
