Country,2000-2004,2005-2009,2010-2014,2015-2018,2019-2022
Türkiye,79.78,82.6,83.55,83.62,83.68
Lesotho,9.56,13.04,16.76,19.48,20.79
Poland,100.0,100.0,100.0,100.0,100.0
Gabon,17.29,24.84,34.02,41.72,47.2
Qatar,100.0,100.0,100.0,100.0,100.0
Djibouti,1.22,0.96,0.62,0.38,0.22
Jordan,98.88,99.41,99.56,99.52,99.4
Uzbekistan,72.22,73.28,73.61,73.14,71.45
Romania,100.0,100.0,100.0,100.0,100.0
Australia,100.0,100.0,100.0,100.0,100.0
Bhutan,15.48,36.83,56.45,69.86,78.8
Singapore,100.0,100.0,100.0,100.0,100.0
Tuvalu,9.8,19.28,30.16,37.1,39.78
Syrian Arab Republic,97.82,97.8,96.64,94.75,92.32
Solomon Islands,3.22,2.56,1.86,1.4,1.05
Mauritius,92.14,95.64,97.44,98.4,98.9
"Korea, Democratic People's Republic of",0.88,0.9,0.9,0.9,0.85
Kazakhstan,71.79,79.85,85.38,87.91,88.6
Sierra Leone,0.32,0.34,0.18,0.08,0.0
Mexico,48.66,52.4,51.82,54.2,60.15
Haiti,0.72,0.94,1.08,1.22,1.35
Mozambique,0.94,0.56,0.34,0.22,0.2
Israel,100.0,100.0,100.0,100.0,100.0
Belize,69.48,72.44,73.22,73.62,74.18
Japan,100.0,100.0,100.0,100.0,100.0
Chile,100.0,100.0,100.0,100.0,100.0
Lithuania,100.0,100.0,100.0,100.0,100.0
