Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020,2021-2022
Botswana,16.0,15.34,19.58,19.73,23.91,27.66,23.91,20.45,18.15,16.24,17.17,17.62
Switzerland,4.97,4.74,4.95,4.4,3.85,3.88,3.5,3.51,3.33,3.07,2.52,2.34
Senegal,52.23,51.89,50.62,48.25,43.44,39.44,37.95,34.6,32.78,25.17,22.99,21.88
Barbados,5.77,5.07,4.67,3.99,3.45,3.15,2.99,2.89,2.88,3.1,2.81,2.76
Trinidad and Tobago,11.54,10.87,8.59,7.33,4.96,4.02,3.81,3.63,3.34,3.19,3.08,3.04
Egypt,37.15,33.49,29.96,28.57,30.88,31.56,29.16,27.53,25.69,23.37,20.77,18.97
Lithuania,23.81,22.22,20.07,18.49,16.42,11.07,8.77,8.8,8.52,7.48,6.06,5.39
Ireland,13.55,11.94,9.55,7.36,6.26,5.48,5.69,5.67,5.3,4.9,4.45,4.24
Denmark,5.29,4.44,3.59,3.48,3.25,2.92,2.57,2.57,2.41,2.15,2.17,2.08
Haiti,53.66,53.18,52.28,51.15,50.32,50.01,49.41,48.47,47.31,46.56,46.21,45.77
Canada,3.48,3.2,2.93,2.26,2.08,2.02,1.85,1.75,1.79,1.5,1.53,1.31
Costa Rica,18.11,17.73,17.03,15.95,15.11,13.23,12.02,13.8,14.67,15.58,15.93,14.31
India,63.19,62.3,60.87,58.48,54.47,52.43,50.58,46.18,43.75,41.78,42.66,43.47
New Caledonia,7.92,7.41,6.26,5.05,3.99,3.1,2.38,1.84,1.5,1.19,1.9,1.84
Jamaica,26.68,23.27,20.94,20.58,18.99,17.81,17.67,18.26,17.23,16.51,15.58,15.52
