Country,1970-1976,1977-1983,1984-1990,1991-1997,1998-2004,2005-2010,2011-2016,2017-2022
Burundi,214857.14,376714.29,-16428.57,-978428.57,911428.57,-3068500.0,,
Central African Republic,3461142.86,1240571.43,-527285.71,-363333.33,-77666.67,391833.33,-935000.0,-2052000.0
Fiji,2669000.0,1032000.0,-261857.14,-2045714.29,-15800.0,,,
Viet Nam,,,-41000.0,65537428.57,-52957000.0,-65837333.33,-23104666.67,-4458000.0
Zambia,71345428.57,11570000.0,12438000.0,-26038285.71,-24434285.71,8915800.0,-7126166.67,56476666.67
"Congo, The Democratic Republic of the",135146571.43,94654428.57,-3079714.29,-7111000.0,3974333.33,-3897000.0,-2850666.67,10701000.0
Sao Tome and Principe,,63000.0,99285.71,,,,,
Liberia,-2164428.57,1423571.43,-121500.0,,0.0,0.0,,
Algeria,343052285.71,743067285.71,459946857.14,371935571.43,-577413714.29,-360601000.0,-61116333.33,-8249833.33
Syrian Arab Republic,,,,,,0.0,,0.0
Nicaragua,-461857.14,11728000.0,8557428.57,-5654857.14,-849500.0,0.0,,328333.33
Pakistan,23059000.0,27056714.29,-30873142.86,13282857.14,2829571.43,3611000.0,50039500.0,-75209000.0
Sierra Leone,3463428.57,9868000.0,-897285.71,,-90800.0,0.0,,
Benin,665142.86,57464571.43,-5974142.86,-64600.0,0.0,-3813000.0,,
Cambodia,,,,2132666.67,-3199000.0,,,
"Tanzania, United Republic of",5270714.29,43069714.29,32179285.71,-6077000.0,-12244000.0,4235000.0,0.0,0.0
Eswatini,-86142.86,149285.71,665714.29,-1120500.0,,,,
Maldives,,654000.0,268714.29,625142.86,-599714.29,-463333.33,-219000.0,10556000.0
Kenya,8566571.43,29202857.14,-413285.71,-5848428.57,8914714.29,-2220333.33,-1792800.0,
South Africa,,,,740826750.0,-203544000.0,-145217000.0,-160804500.0,
Tunisia,3247142.86,131991000.0,-15991857.14,-52778428.57,-36777142.86,-46072166.67,-6692500.0,-1942166.67
Uganda,3773714.29,24661571.43,18113857.14,-4890333.33,-219000.0,,,
Mauritius,,405833.33,13526714.29,7410000.0,-4669000.0,-4685333.33,-2947800.0,
Haiti,528571.43,4081571.43,-2032600.0,,,,,
Belize,,3059000.0,-1597142.86,-150857.14,-381714.29,-412800.0,,
Zimbabwe,,55886666.67,8612285.71,-20203428.57,-17595000.0,-38666.67,5973333.33,-5128166.67
"Moldova, Republic of",,,,5000000.0,-3214500.0,2444600.0,-2078833.33,-74000.0
